bbdm13_GlimmerMDS_2Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Complete Linkage Method Distance,Complete Linkage Method Distance Calculation Time,Single Linkage Method Distance,Single Linkage Method Distance Calculation Time,Leverage Score Distance,Leverage Score Distance Calculation Time,Cook Distance,Cook Distance Calculation Time,Orthogonal Distance to Lowess Line,Orthogonal Distance to Lowess Line Calculation Time,Vertical Distance to Lowess Line,Vertical Distance to Lowess Line Calculation Time,Horizontal Distance to Lowess Line,Horizontal Distance to Lowess Line Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes,well-separated,Shape
figure_category_basedmarkersize20_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,20,0.086755355,1.033695936,0.079602484,0.970551491,0.040431814,3.303276539,0.093659987,1.009224176,0.086349927,0.833956957,0.061954381,0.902659655,0.164092584,1.197645426,0.243255318,0.946143627,0.5361546,1.18840909,-,15,0.089014851,1.342241287,0.10809474,1.353130102,0.105922003,0.606898308,13705,0.453841686,0.093163216,0.427690029,0.02552003,1.391064644,1.26840599,0.035476208,-,15,90,2747,"[{'category': 1, 'number': 1}, {'category': 2, 'number': 8}, {'category': 3, 'number': 27}, {'category': 4, 'number': 61}, {'category': 5, 'number': 205}, {'category': 6, 'number': 318}, {'category': 7, 'number': 507}, {'category': 8, 'number': 593}, {'category': 9, 'number': 508}, {'category': 10, 'number': 271}, {'category': 11, 'number': 139}, {'category': 12, 'number': 66}, {'category': 13, 'number': 25}, {'category': 14, 'number': 11}, {'category': 15, 'number': 4}, {'category': 16, 'number': 3}]",no,['three_order']
figure_ascendingmarkersize10_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,10,0.129482304,0.631238222,0.088737579,0.958119631,0.038117089,2.961296082,0.130058896,1.071621656,0.101117203,0.924008131,0.077158678,1.00782156,0.172140317,0.905459642,0.171915856,0.916247845,0.492356272,0.970149994,-,15,0.119421705,1.136823177,0.12852302,0.89827323,0.186326432,0.694466352,9655,0.428209782,0.093163216,0.458820581,0.02552003,1.353786945,1.26840599,0.030780554,-,15,130,2094,"[{'category': 11, 'number': 145}, {'category': 7, 'number': 350}, {'category': 8, 'number': 324}, {'category': 9, 'number': 361}, {'category': 10, 'number': 156}, {'category': 6, 'number': 230}, {'category': 5, 'number': 157}, {'category': 16, 'number': 23}, {'category': 4, 'number': 52}, {'category': 12, 'number': 105}, {'category': 17, 'number': 13}, {'category': 13, 'number': 60}, {'category': 3, 'number': 10}, {'category': 14, 'number': 48}, {'category': 18, 'number': 12}, {'category': 15, 'number': 29}, {'category': 19, 'number': 10}, {'category': 22, 'number': 5}, {'category': 20, 'number': 4}]",no,['three_order']
figure_category_basedmarkersize50_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,50,0.080262124,1.03831625,0.078702271,0.96339345,0.030938612,3.588411808,0.085284729,1.03505826,0.080561266,0.965446234,0.058570671,0.944785833,0.163548664,1.289052963,0.291052069,1.05782032,0.546061267,0.968664646,-,15,0.077963855,1.213233948,0.102511765,1.412544012,0.063071738,0.615658045,18365,0.402729034,0.093163216,0.345698118,0.02552003,1.034885645,1.26840599,0.028663158,-,15,48,3182,"[{'category': 1, 'number': 1}, {'category': 2, 'number': 9}, {'category': 3, 'number': 42}, {'category': 4, 'number': 75}, {'category': 5, 'number': 217}, {'category': 6, 'number': 332}, {'category': 7, 'number': 525}, {'category': 8, 'number': 624}, {'category': 9, 'number': 554}, {'category': 10, 'number': 366}, {'category': 11, 'number': 187}, {'category': 12, 'number': 123}, {'category': 13, 'number': 66}, {'category': 14, 'number': 32}, {'category': 15, 'number': 19}, {'category': 16, 'number': 10}]",no,['three_order']
figure_ascendingmarkersize20_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,20,0.117480788,1.184454679,0.086434629,0.921365976,0.025970187,3.120467663,0.112217333,1.073686838,0.092444974,1.215555668,0.071012995,1.031398535,0.162094605,1.254081249,0.146312371,0.951989174,0.430934644,0.942820549,-,15,0.108079682,1.391065121,0.118582214,1.303558588,0.105922003,0.54865694,13705,0.52658391,0.093163216,0.777407169,0.02552003,1.243367195,1.26840599,0.031028032,-,15,75,2568,"[{'category': 11, 'number': 204}, {'category': 7, 'number': 390}, {'category': 8, 'number': 368}, {'category': 9, 'number': 418}, {'category': 10, 'number': 240}, {'category': 6, 'number': 267}, {'category': 5, 'number': 180}, {'category': 16, 'number': 34}, {'category': 4, 'number': 56}, {'category': 12, 'number': 141}, {'category': 17, 'number': 21}, {'category': 13, 'number': 88}, {'category': 3, 'number': 22}, {'category': 14, 'number': 60}, {'category': 18, 'number': 16}, {'category': 15, 'number': 36}, {'category': 19, 'number': 13}, {'category': 22, 'number': 7}, {'category': 20, 'number': 6}, {'category': 21, 'number': 1}]",no,['three_order']
figure_category_basedmarkersize10_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,10,0.095647458,1.225546598,0.083468145,0.77277565,0.049864639,2.691269159,0.104492142,0.769245625,0.094402718,0.795330048,0.066164761,0.832223892,0.171063413,1.098469496,0.25067014,0.97277379,0.561258336,0.882536173,-,15,0.102863788,1.196327686,0.114834815,1.152623892,0.186326432,0.426746368,9655,0.344831944,0.093163216,0.420347929,0.02552003,1.10857749,1.26840599,0.032107353,-,15,148,2096,"[{'category': 2, 'number': 5}, {'category': 3, 'number': 15}, {'category': 4, 'number': 52}, {'category': 5, 'number': 181}, {'category': 6, 'number': 270}, {'category': 7, 'number': 456}, {'category': 8, 'number': 507}, {'category': 9, 'number': 365}, {'category': 10, 'number': 143}, {'category': 11, 'number': 60}, {'category': 12, 'number': 25}, {'category': 13, 'number': 9}, {'category': 14, 'number': 3}, {'category': 15, 'number': 3}, {'category': 16, 'number': 2}]",no,['three_order']
figure_descendingmarkersize50_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,50,0.057907775,0.896341562,0.070167134,0.894528627,0.066814216,2.641844034,0.058196435,0.829282522,0.063321111,0.825389624,0.066741944,0.847818136,0.1554548,0.938694239,0.200340051,1.070534468,0.403141609,0.839926243,-,15,0.069220431,0.980422497,0.059569774,0.997471809,0.063071738,0.454969645,18365,0.463647127,0.093163216,0.160449982,0.02552003,0.953707457,1.26840599,0.027800322,-,15,22,2257,"[{'category': 6, 'number': 213}, {'category': 5, 'number': 100}, {'category': 8, 'number': 441}, {'category': 12, 'number': 119}, {'category': 15, 'number': 24}, {'category': 17, 'number': 21}, {'category': 7, 'number': 266}, {'category': 9, 'number': 436}, {'category': 10, 'number': 257}, {'category': 4, 'number': 25}, {'category': 3, 'number': 9}, {'category': 14, 'number': 71}, {'category': 2, 'number': 4}, {'category': 16, 'number': 25}, {'category': 11, 'number': 135}, {'category': 13, 'number': 75}, {'category': 18, 'number': 18}, {'category': 19, 'number': 8}, {'category': 20, 'number': 4}, {'category': 21, 'number': 2}, {'category': 22, 'number': 4}]",no,['three_order']
figure_ascendingmarkersize50_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,50,0.110231072,1.159125328,0.087966693,1.228874445,0.013165346,3.410351753,0.099697373,0.783742666,0.085732687,0.781801462,0.065437896,0.93563509,0.160555636,0.863720417,0.138324266,1.264568806,0.405577768,0.772652626,-,15,0.099632348,0.90741992,0.112738515,1.128446341,0.063071738,0.426086187,18365,0.43079114,0.093163216,0.365247488,0.02552003,0.932147026,1.26840599,0.030086517,-,15,45,2853,"[{'category': 11, 'number': 229}, {'category': 7, 'number': 419}, {'category': 8, 'number': 377}, {'category': 9, 'number': 480}, {'category': 10, 'number': 297}, {'category': 6, 'number': 257}, {'category': 5, 'number': 196}, {'category': 16, 'number': 38}, {'category': 4, 'number': 69}, {'category': 12, 'number': 153}, {'category': 17, 'number': 26}, {'category': 13, 'number': 98}, {'category': 3, 'number': 32}, {'category': 14, 'number': 75}, {'category': 18, 'number': 20}, {'category': 15, 'number': 41}, {'category': 19, 'number': 18}, {'category': 22, 'number': 8}, {'category': 20, 'number': 8}, {'category': 2, 'number': 8}, {'category': 23, 'number': 1}, {'category': 21, 'number': 3}]",no,['three_order']
figure_descendingmarkersize20_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,20,0.062787084,0.569087029,0.073338887,1.128707886,0.069414189,2.881258488,0.061189937,0.796962738,0.066852624,1.038412333,0.069729499,0.735948086,0.158105881,0.825913906,0.178067588,0.921938181,0.402628458,0.733859539,-,15,0.080682249,0.883871317,0.073374987,1.157010317,0.105922003,0.45795989,13705,0.43817687,0.093163216,0.37633419,0.02552003,0.937878609,1.26840599,0.02734375,-,15,40,2124,"[{'category': 6, 'number': 210}, {'category': 5, 'number': 98}, {'category': 15, 'number': 24}, {'category': 7, 'number': 266}, {'category': 10, 'number': 248}, {'category': 8, 'number': 433}, {'category': 4, 'number': 25}, {'category': 3, 'number': 8}, {'category': 9, 'number': 410}, {'category': 12, 'number': 101}, {'category': 14, 'number': 60}, {'category': 17, 'number': 15}, {'category': 2, 'number': 4}, {'category': 16, 'number': 21}, {'category': 11, 'number': 114}, {'category': 13, 'number': 55}, {'category': 18, 'number': 16}, {'category': 19, 'number': 7}, {'category': 20, 'number': 4}, {'category': 21, 'number': 2}, {'category': 22, 'number': 3}]",no,['three_order']
figure_descendingmarkersize10_abalone_GlimmerMDS_2,abalone_GlimmerMDS_2,4154,28,10,0.069041794,0.945776701,0.078992174,0.72217226,0.074758812,2.826306581,0.064965092,0.70236063,0.071784362,0.681117058,0.073059049,0.897879839,0.167483218,0.788952351,0.168801805,0.65784502,0.438782805,0.700790405,-,15,0.095309528,0.84218502,0.089860673,0.832900763,0.186326432,0.398061037,9655,0.38562417,0.093163216,0.589311838,0.02552003,0.949660301,1.26840599,0.029024601,-,15,77,1824,"[{'category': 6, 'number': 186}, {'category': 5, 'number': 77}, {'category': 8, 'number': 369}, {'category': 4, 'number': 23}, {'category': 3, 'number': 8}, {'category': 9, 'number': 316}, {'category': 10, 'number': 221}, {'category': 7, 'number': 252}, {'category': 12, 'number': 84}, {'category': 14, 'number': 51}, {'category': 16, 'number': 21}, {'category': 11, 'number': 103}, {'category': 13, 'number': 49}, {'category': 18, 'number': 15}, {'category': 15, 'number': 22}, {'category': 19, 'number': 7}, {'category': 20, 'number': 4}, {'category': 17, 'number': 11}, {'category': 21, 'number': 2}, {'category': 22, 'number': 2}, {'category': 2, 'number': 1}]",no,['three_order']
figure_descendingmarkersize20_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,20,0.793814776,0.637666464,0.787508904,0.705382109,0.790476357,1.15245533,0.817983106,0.667495251,0.805968373,0.304139376,0.815434455,0.306959152,0.957559832,0.655473471,0.653959128,0.665619612,0.829300629,0.664729357,0.902804672,1.519445419,0.908946107,0.677876711,0.889947448,0.673865557,1,0.484635592,125,0.094340563,0,0.456809521,0.025242351,0.024984837,19.61645754,0.002890825,0.00934033,2.530140162,0,0,[],no,['cluster']
figure_descendingmarkersize10_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,10,0.871530322,0.651217937,0.88186775,0.699632168,0.89933068,0.914270878,0.895530979,0.587002754,0.892968024,0.283503532,0.903856983,0.573947906,0.988678384,0.60176301,0.73949831,0.692766666,0.871842741,0.656452417,1,1.419800997,1,0.651822329,1,0.60008955,1,0.420660496,22,0.427399158,0,0.091929197,0.025242351,0.024591684,19.61645754,0.002137661,0.005877732,2.111577749,0,0,[],no,['cluster']
figure_descendingmarkersize50_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,50,0.68636762,0.703587532,0.667823753,0.741471291,0.665995383,0.637799501,0.709738434,0.679201841,0.6911823,0.684910297,0.703032471,0.689216137,0.901832545,0.684051275,0.525844351,0.30854845,0.729224688,0.619721174,0.810066804,1.361783743,0.822651705,0.67489624,0.772453113,0.627024174,1,0.499556303,555,0.09750104,0,0.471362114,0.025242351,0.026324749,19.61645754,0.00199461,0.013120864,2.327499866,0,0,[],no,['cluster']
figure_ascendingmarkersize20_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,20,0.841864785,0.600675583,0.789193293,0.66208005,0.728304164,0.911391973,0.832775167,0.575440168,0.800162535,0.592116594,0.79270601,0.582972765,0.957559832,0.58071804,0.890589502,0.296368122,0.940143194,0.611285448,0.875855027,1.362411499,0.86018191,0.890628576,0.872446884,0.297168493,1,0.440964937,125,0.416456223,0,0.433847666,0.025242351,0.024604321,19.61645754,0.002076149,0.00934033,1.880649567,0,0,[],no,['cluster']
figure_ascendingmarkersize50_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,50,0.74543623,0.646215439,0.66972483,0.96175313,0.605292782,0.602977037,0.731611524,0.576509237,0.685049052,0.596453428,0.676606816,0.598735571,0.9007376,0.572164536,0.776280785,0.600446224,0.860204697,0.597169638,0.81673372,1.364876986,0.788242713,0.625754118,0.796250355,0.613886833,1,0.421514988,555,0.424131632,0,0.093937874,0.025242351,0.023958206,19.61645754,0.00200057,0.013120864,2.264024973,0,0,[],no,['cluster']
figure_ascendingmarkersize10_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,10,0.908002672,0.61524868,0.883152861,0.615956068,0.824991782,0.86081171,0.906620895,0.555199623,0.891068659,0.611709118,0.883522157,0.537799597,0.988678384,0.526658535,0.970346874,0.549805164,0.991321205,0.547049046,0.906503921,1.301332235,0.893971843,0.547989368,0.905038632,0.543765783,1,0.372057676,22,0.371927261,0,0.090813875,0.025242351,0.024959803,19.61645754,0.002023458,0.005877732,1.992576838,0,0,[],no,['cluster']
figure_category_basedmarkersize50_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,50,0.734998086,0.579435825,0.669880062,0.650040388,0.581713448,0.915645361,0.728078066,0.554549694,0.686728898,0.596586227,0.661943825,0.600547314,0.901832545,0.538974285,0.88780476,0.540206194,0.943770451,0.543611526,0.684758762,1.320404768,0.673011803,0.557077408,0.64370119,0.569999695,1,0.395183086,555,0.378489256,0,0.092182398,0.025242351,0.024900675,19.61645754,0.002002716,0.013120864,2.177924633,0,0,[],no,['cluster']
figure_category_basedmarkersize20_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,20,0.836521747,0.589992046,0.789240409,0.613565207,0.711589659,1.190113306,0.832808046,0.598910332,0.80285748,0.594483852,0.785450322,0.596963406,0.957559832,0.598342896,0.947183777,0.60881567,0.980918039,0.305757761,0.800091894,1.328077793,0.791680401,0.565945625,0.787531427,0.565546274,1,0.388140202,125,0.097774744,0,0.386799574,0.025242351,0.023782969,19.61645754,0.002792597,0.00934033,2.107331038,0,0,[],no,['cluster']
figure_category_basedmarkersize10_bbdm13_GlimmerMDS_2,bbdm13_GlimmerMDS_2,200,5,10,0.908002672,0.587182999,0.883152861,0.599262238,0.824991782,0.859465361,0.906620895,0.75340724,0.891068659,0.542407036,0.883522157,0.550982237,0.988678384,0.56055069,0.970346874,0.554860115,0.991321205,0.292368889,0.906503921,1.586838484,0.893971843,0.591560125,0.905038632,0.644971371,1,0.401711464,22,0.120163202,0,0.424071312,0.025242351,0.027993917,19.61645754,0.001983404,0.005877732,2.019032001,0,0,[],no,['cluster']
figure_descendingmarkersize50_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,50,1,0.465967655,1,0.719664097,1,0.741947412,1,0.468584776,1,0.797932148,1,0.65885973,1,0.469276905,1,0.473178864,1,0.650604248,1,1.112055779,1,0.780935526,1,0.45753336,1,0.460331202,0,0.094527006,0,0.444953442,0.025177734,0.025668621,20.1965736,0.002169847,0,2.06911087,0,0,[],no,['no_shape']
figure_descendingmarkersize20_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,20,1,0.44789362,1,0.51473999,1,0.889152527,1,0.451203585,1,0.79101634,1,0.592014313,1,0.438883781,1,0.599232197,1,0.628123522,1,1.105695009,1,0.478569746,1,0.639011383,1,0.269626617,0,0.455868959,0,0.283721447,0.025177734,0.025068521,20.1965736,0.002055168,0,1.90179944,0,0,[],no,['no_shape']
figure_category_basedmarkersize50_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,50,1,0.523885965,1,0.556777954,1,0.806013584,1,0.501911163,1,0.492856264,1,0.724156857,1,0.597280741,1,0.490822554,1,0.597721338,1,1.08588171,1,0.614357233,1,0.519119263,1,0.211259127,0,0.338315248,0,0.207280874,0.025177734,0.024528027,20.1965736,0.001999617,0,2.121981859,0,0,[],no,['no_shape']
figure_category_basedmarkersize20_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,20,1,0.451918364,1,0.600725412,1,0.840490103,1,0.598121405,1,0.472654819,1,0.547881365,1,0.540258169,1,0.477171898,1,0.56930232,1,1.161638021,1,0.499298573,1,0.585375547,1,0.196481466,0,0.305621862,0,0.311108828,0.025177734,0.023997068,20.1965736,0.001973629,0,1.925729513,0,0,[],no,['no_shape']
figure_category_basedmarkersize10_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,10,1,0.514405966,1,1.358851194,1,0.711174488,1,0.497065067,1,0.504950047,1,0.574597836,1,0.427103043,1,0.442047358,1,0.536892891,1,1.219070911,1,0.539292812,1,0.487571478,1,0.342507839,0,0.177611351,0,0.170557261,0.025177734,0.027997017,20.1965736,0.00200057,0,1.913302183,0,0,[],no,['no_shape']
figure_ascendingmarkersize50_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,50,1,0.419030666,1,0.610510588,1,0.977983475,1,0.411852121,1,0.655433655,1,0.579943419,1,0.40424943,1,0.535717487,1,0.523440838,1,1.227588892,1,0.548117399,1,0.564450264,1,0.238273621,0,0.230881691,0,0.371507168,0.025177734,0.024576902,20.1965736,0.002108097,0,2.039893627,0,0,[],no,['no_shape']
figure_ascendingmarkersize10_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,10,1,0.511428356,1,0.56137538,1,0.917261124,1,0.512958288,1,0.392128229,1,0.841166258,1,0.395347357,1,0.603208065,1,0.514709949,1,1.093621254,1,0.643727303,1,0.407849073,1,0.343390465,0,0.221060276,0,0.360519648,0.025177734,0.024354696,20.1965736,0.003016949,0,1.886883736,0,0,[],no,['no_shape']
figure_descendingmarkersize10_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,10,1,0.418792009,1,0.627047539,1,0.882664442,1,0.413076401,1,0.55112648,1,0.670651674,1,0.615597486,1,0.5952425,1,0.428901672,1,1.245945215,1,0.421808004,1,0.576870203,1,0.241278648,0,0.247117281,0,0.405519247,0.025177734,0.024441004,20.1965736,0.002087116,0,1.908765316,0,0,[],no,['no_shape']
figure_ascendingmarkersize20_bbdm13_TSNE_2,bbdm13_TSNE_2,200,5,20,1,0.413769007,1,0.615540504,1,0.820627689,1,0.532121658,1,0.802067995,1,0.411554337,1,0.527350426,1,0.639312267,1,0.42536521,1,1.213195324,1,0.512356997,1,0.636709452,1,0.220648289,0,0.215508699,0,0.356213808,0.025177734,0.025670052,20.1965736,0.002066612,0,1.896145582,0,0,[],no,['no_shape']
figure_descendingmarkersize10_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,10,0.995636287,0.30796361,0.991236906,0.86230135,0.986532062,0.942356586,0.995919255,0.722070694,0.99268107,0.294112206,0.992436519,0.721862316,0.997914267,0.753957987,0.99494478,0.303767204,0.999694813,0.809231758,0.99463248,1.352548599,0.995167094,0.321077108,0.994311108,0.824276447,1,0.573768854,25,0.088336468,0,0.568178415,0.025286148,0.032007217,14.07282028,0.000977278,0.008090657,1.086168766,0,0,[],1-class-1-cluster,['cluster']
figure_descendingmarkersize50_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,50,0.823091975,0.796548843,0.869580751,0.329381466,0.905826214,0.969402075,0.855100205,0.789381742,0.860752627,0.299048901,0.880563112,0.788075209,0.932063376,0.294303417,0.701091167,0.768696547,0.746959613,0.791022778,0.903839677,1.262851477,0.909322699,0.305840492,0.928108366,0.805682421,1,0.092470884,929,0.593995094,0,0.5926404,0.025286148,0.034116507,14.07282028,0.001999617,0.023819607,1.17858696,0,0,[],1-class-1-cluster,['cluster']
figure_descendingmarkersize20_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,20,0.923024086,0.805594921,0.947754397,0.830457211,0.965577568,0.513000965,0.945329848,0.762067318,0.94502896,0.791227818,0.962034343,0.773022652,0.97860078,0.290768147,0.840450527,0.82559371,0.857317492,0.773005247,0.967251352,0.793503046,0.971930158,0.779766083,0.97273649,0.809695244,1,0.09365344,175,0.577534914,0,0.086681366,0.025286148,0.032115936,14.07282028,0.001924753,0.014351893,1.597284317,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize10_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,10,0.996102881,0.299373865,0.991301234,0.726686716,0.986470529,0.888176441,0.996328968,0.290597677,0.992765617,0.66367507,0.99246842,0.669448614,0.997914267,0.682066202,0.995057953,0.280090094,0.99973466,0.668142319,0.995775238,1.14500308,0.995363294,0.687277079,0.99483151,0.289278507,1,0.497927904,25,0.507451057,0,0.091197968,0.025286148,0.034250498,14.07282028,0.001985073,0.008090657,1.55574131,0,0,[],1-class-1-cluster,['cluster']
figure_category_basedmarkersize20_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,20,0.930630641,0.686932325,0.941723764,0.846711874,0.953270964,0.860055685,0.944857768,0.655267,0.9464893,0.286611319,0.960280434,0.658301592,0.978647923,0.640679121,0.935337159,0.625767708,0.960701833,0.644313574,0.921255433,0.757178545,0.932426922,0.672651291,0.966362446,0.717603683,1,0.464413643,175,0.08560586,0,0.489911079,0.025286148,0.032031059,14.07282028,0.001988649,0.014351893,1.097519398,0,0,[],1-class-1-cluster,['cluster']
figure_category_basedmarkersize10_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,10,0.995745317,0.296925783,0.991246121,0.695589066,0.986450548,0.868713617,0.996025457,0.642505407,0.992708667,0.712557316,0.99244636,0.636316776,0.997914267,0.277182102,0.995019844,0.6823318,0.99969468,0.636791468,0.994970202,1.129319429,0.995302802,0.64985919,0.994073335,0.657100201,1,0.085395098,25,0.458543062,0,0.467607975,0.025286148,0.033212185,14.07282028,0.002023458,0.008090657,1.090212345,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize20_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,20,0.931617628,0.316633224,0.941841663,0.741569042,0.953013401,0.892742395,0.945773331,0.67832756,0.946684517,0.283002138,0.960356431,0.680818319,0.978603827,0.683528662,0.935543717,0.705155849,0.960834174,0.290830135,0.922744688,1.157034397,0.932730495,0.686602831,0.968261224,0.285803318,1,0.50203681,175,0.49673748,0,0.087491035,0.025286148,0.033503771,14.07282028,0.002013922,0.014351893,1.52915287,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize50_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,50,0.843885731,0.309661627,0.864459391,0.764973879,0.881279805,0.915093184,0.871955162,0.688158035,0.873720412,0.280872107,0.901362875,0.665513277,0.932841675,0.673794746,0.832366673,0.697420597,0.921789555,0.287994146,0.844804611,1.149507999,0.863430596,0.744245052,0.936768677,0.315999985,1,0.496471643,929,0.51051569,0,0.088074446,0.025286148,0.033771753,14.07282028,0.002053022,0.023819607,1.679140568,0,0,[],1-class-1-cluster,['cluster']
figure_category_basedmarkersize50_boston_GlimmerMDS_2,boston_GlimmerMDS_2,155,3,50,0.837355249,0.694140196,0.860795566,0.728681087,0.881657878,0.839608669,0.858628534,0.682337284,0.865856121,0.281969547,0.88242937,0.644853354,0.932195704,0.632382631,0.849914325,0.660161018,0.919256549,0.285808802,0.836076688,1.090062857,0.850819358,0.664548874,0.930016065,0.670259953,1,0.485661507,929,0.090092659,0,0.491722822,0.025286148,0.032816172,14.07282028,0.001997948,0.023819607,1.610496044,0,0,[],1-class-1-cluster,['cluster']
figure_descendingmarkersize50_boston_TSNE_2,boston_TSNE_2,155,3,50,1,0.586869478,1,0.626666784,1,0.487794876,1,0.97813201,1,0.322793722,1,0.869870424,1,0.287314177,1,0.57856822,1,0.888432503,1,0.801865101,1,0.900927782,1,0.301536083,1,0.401579618,0,0.393145084,0,0.407312393,0.025135954,0.014922857,30.88115153,0.001972914,0,1.474355698,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize50_boston_TSNE_2,boston_TSNE_2,155,3,50,1,0.787416697,1,0.561193943,1,0.717572212,1,0.554661989,1,0.555810452,1,0.668845654,1,0.546598673,1,0.544533253,1,0.787755966,1,1.056188583,1,0.557254314,1,0.553501844,1,0.38077879,0,0.380137205,0,0.094839573,0.025135954,0.014894247,30.88115153,0.002094269,0,1.436944246,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize20_boston_TSNE_2,boston_TSNE_2,155,3,20,1,0.772222996,1,0.557732582,1,0.715197563,1,0.541240931,1,0.534528494,1,0.68355155,1,0.538042545,1,0.532763004,1,0.771963596,1,1.018294573,1,0.552076817,1,0.545089722,1,0.350439787,0,0.349432945,0,0.089724779,0.025135954,0.015003681,30.88115153,0.001989841,0,1.354945183,0,0,[],1-class-1-cluster,['cluster']
figure_descendingmarkersize10_boston_TSNE_2,boston_TSNE_2,155,3,10,1,0.546255112,1,0.854176521,1,0.734066248,1,0.555382013,1,0.288225174,1,0.906682253,1,0.574911356,1,0.570167065,1,0.572947741,1,0.795051098,1,0.846816778,1,0.562660694,1,0.389135122,0,0.090000391,0,0.383744955,0.025135954,0.015121937,30.88115153,0.001995802,0,1.37135601,0,0,[],1-class-1-cluster,['cluster']
figure_category_basedmarkersize50_boston_TSNE_2,boston_TSNE_2,155,3,50,1,0.696243286,1,0.530435324,1,0.890910387,1,0.49361825,1,0.637995481,1,0.490756035,1,0.49654007,1,0.708260775,1,0.518477917,1,1.015923977,1,0.508892298,1,0.666053772,1,0.325064421,0,0.329461098,0,0.316641331,0.025135954,0.014089823,30.88115153,0.002896309,0,1.381232977,0,0,[],1-class-1-cluster,['cluster']
figure_ascendingmarkersize10_boston_TSNE_2,boston_TSNE_2,155,3,10,1,0.506749153,1,0.544834852,1,0.685655355,1,0.742412567,1,0.624531269,1,0.553085566,1,0.522173882,1,0.528197289,1,0.516459942,1,1.016228676,1,0.753376722,1,0.533795118,1,0.346565247,0,0.348843336,0,0.351266623,0.025135954,0.01496172,30.88115153,0.002043247,0,1.060287476,0,0,[],1-class-1-cluster,['cluster']
figure_category_basedmarkersize20_boston_TSNE_2,boston_TSNE_2,155,3,20,1,0.487935066,1,0.489239693,1,0.668120861,1,0.473011017,1,0.620341539,1,0.666373014,1,0.648932457,1,0.467763424,1,0.471760511,1,1.170872688,1,0.488065243,1,0.468631268,1,0.299590826,0,0.307450056,0,0.309514761,0.025135954,0.015650988,30.88115153,0.002078533,0,1.889055252,0,0,[],1-class-1-cluster,['cluster']
