bbdm13_GlimmerMDS_2Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Complete Linkage Method Distance,Complete Linkage Method Distance Calculation Time,Single Linkage Method Distance,Single Linkage Method Distance Calculation Time,Leverage Score Distance,Leverage Score Distance Calculation Time,Cook Distance,Cook Distance Calculation Time,Orthogonal Distance to Lowess Line,Orthogonal Distance to Lowess Line Calculation Time,Vertical Distance to Lowess Line,Vertical Distance to Lowess Line Calculation Time,Horizontal Distance to Lowess Line,Horizontal Distance to Lowess Line Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes,well-separated,Shape
figure_category_basedmarkersize50_ionosphere_TSNE_2,ionosphere_TSNE_2,351,2,50,0.40975181,0.363161087,0.445913718,0.4442029,0.482637661,0.500766516,0.503719984,0.371559381,0.478591433,0.362896442,0.590022159,0.366562128,0.52681781,0.374944448,0.402747362,4.259941101,0.588747921,0.380539179,0.531882778,2.441120148,0.473477636,0.351306438,0.496292042,0.402067661,0.94017094,0.155866385,5898,0.131295443,0,0.103223324,0.025289838,0.087654352,6.473540611,0.009104013,0.030438855,12.85667682,5,0,[],no,['cluster' 'three_order']
figure_ascendingmarkersize10_ionosphere_TSNE_2,ionosphere_TSNE_2,351,2,10,0.980308376,0.376356602,0.972073183,0.387684822,0.973390974,0.556723833,0.980079952,0.406875134,0.976492056,0.343217134,0.972709398,0.368271351,0.99109284,0.393952608,0.965919928,5.34937644,0.90397949,0.376755714,0.986286746,2.685032606,0.987183089,0.363339186,0.981510334,0.329349518,0.991452991,0.128432751,93,0.123980761,0,0.10359931,0.025289838,0.092576742,6.473540611,0.007036924,0.007514739,7.704375982,2,0,[],no,['cluster' 'three_order']
figure_category_basedmarkersize20_ionosphere_TSNE_2,ionosphere_TSNE_2,351,2,20,0.767073951,0.315560341,0.786246275,0.370445728,0.80476001,0.534857512,0.822917102,0.380794048,0.80693657,0.322653055,0.858301342,0.366729736,0.855064844,4.461181402,0.755017948,0.349389791,0.815673371,0.370206356,0.825973112,2.555516005,0.784148842,0.394677162,0.816638569,0.392231703,0.988603989,0.107597351,953,0.091894388,0,4.423874378,0.025289838,0.063927174,6.473540611,0.01001358,0.015998689,6.747586012,1,0,[],no,['cluster' 'three_order']
figure_descendingmarkersize10_ionosphere_TSNE_2,ionosphere_TSNE_2,351,2,10,0.974661593,0.327891111,0.972918305,4.747426271,0.973454495,0.555321693,0.976797904,0.348144293,0.976303104,0.322999477,0.979736753,0.384120703,0.991046778,0.377774239,0.965245297,0.376510143,0.901112298,0.361093283,0.977628302,6.599963427,0.97703635,0.372889996,0.980117641,0.312709332,0.991452991,0.104941845,93,0.10719347,0,0.092986107,0.025289838,0.069191933,6.473540611,0.004573822,0.007514739,7.208900213,1,0,[],no,['cluster' 'three_order']
figure_descendingmarkersize20_ionosphere_TSNE_2,ionosphere_TSNE_2,351,2,20,0.762296725,0.401075363,0.789070358,0.385934353,0.808482879,5.100670576,0.810681436,0.356208086,0.802171777,0.36344862,0.826193814,0.409164429,0.855445309,0.36741662,0.750039932,0.345914602,0.802830513,0.350058317,0.825713722,2.276587486,0.802572506,5.046557188,0.798693171,0.395170927,0.988603989,0.14072156,953,0.144888639,0,0.144824266,0.025289838,0.088437319,6.473540611,0.00637269,0.015998689,7.246956825,0,0,[],no,['cluster' 'three_order']
figure_ascendingmarkersize50_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,50,0.881466387,0.308839321,0.897106339,0.307437181,0.935202739,0.494549274,0.856575168,0.30909586,0.877943457,0.311613321,0.88749636,0.302297831,0.961078186,0.301834106,0.922972123,0.305972576,0.884989815,4.972688913,0.806524677,0.836785316,0.811081818,0.31235528,0.896524982,0.310334444,1,0.096832514,414,0.096431732,0,0.093863964,0.02512369,0.015992641,17.44691994,0.002006054,0.015727389,1.080083132,0,0,[],1-class-1-cluster,['no_shape']
figure_category_basedmarkersize10_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,10,0.999916305,0.318599224,0.999635008,0.332195759,0.999276718,0.483699322,0.999867646,0.300250053,0.999637661,0.300101995,0.999583378,0.300366163,0.999904225,0.291225433,0.999774912,0.305105686,0.99999496,4.962744474,0.999448082,0.767855883,0.999645074,0.304338217,0.999642955,0.311587811,1,0.090377569,1,0.095579386,0,0.094278812,0.02512369,0.017723083,17.44691994,0.001905918,0.001706495,1.042629242,0,0,[],1-class-1-cluster,['no_shape']
figure_descendingmarkersize10_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,10,0.999902606,0.305446386,0.999633454,0.31509161,0.999291726,0.509815931,0.999851756,5.090548515,0.999635279,0.302092314,0.999579159,0.298915386,0.999904225,0.298872232,0.999769767,0.312640429,0.999995484,0.319446325,0.99998952,0.778510094,0.999874184,0.304643869,0.999627493,0.299407482,1,0.100873947,1,0.099723816,0,0.095266581,0.02512369,0.03297925,17.44691994,0.002018452,0.001706495,6.063349962,0,0,[],1-class-1-cluster,['no_shape']
figure_category_basedmarkersize50_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,50,0.864372911,0.310542107,0.905002208,0.308974743,0.952150297,0.49591589,0.875062492,0.30385828,0.888881849,0.305366755,0.901276926,0.301116228,0.96129005,0.304561377,0.848657989,0.304644823,0.697536261,0.314821243,0.934505273,0.777220011,0.884594809,4.930725336,0.902153714,0.309396505,1,0.097545385,414,0.098749399,0,0.093376875,0.02512369,0.018019438,17.44691994,0.001967669,0.015727389,1.112392426,0,0,[],1-class-1-cluster,['no_shape']
figure_category_basedmarkersize20_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,20,0.994774655,0.300268173,0.992142696,0.314201593,0.987001833,0.506550074,0.993946562,0.327565432,0.992511723,5.239974737,0.991258141,0.30928421,0.997466126,0.302426338,0.994473714,0.308365822,0.998349849,0.305347919,0.994652885,0.759463787,0.993354288,0.311539888,0.995642906,0.305526972,1,0.093870878,47,0.093089581,0,0.095753431,0.02512369,0.017650127,17.44691994,0.001877785,0.007799425,5.811992884,0,0,[],1-class-1-cluster,['no_shape']
figure_ascendingmarkersize10_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,10,0.999916305,0.3038311,0.999635008,0.308203459,0.999276718,0.504726171,0.999867646,0.299699068,0.999637661,0.309182644,0.999583378,0.294298172,0.999904225,4.891320944,0.999774912,0.299531937,0.99999496,0.303626776,0.999448082,0.761232853,0.999645074,0.305386066,0.999642955,0.305713415,1,0.089869976,1,0.09645009,0,0.093387842,0.02512369,0.017157316,17.44691994,0.001997471,0.001706495,1.035929441,0,0,[],1-class-1-cluster,['no_shape']
figure_descendingmarkersize20_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,20,0.994553848,0.310012341,0.992160465,0.312150478,0.987200734,0.489339352,0.993730642,0.306912184,0.992468559,0.303403854,0.991198997,0.300566196,0.997466126,0.298850298,0.994294902,0.312063456,0.998305937,0.303544521,0.996135541,0.780473471,0.994276787,5.018778324,0.995562453,0.310091496,1,0.09668088,47,0.097776651,0,0.092903376,0.02512369,0.016017675,17.44691994,0.001023293,0.007799425,1.040008068,0,0,[],1-class-1-cluster,['no_shape']
figure_descendingmarkersize50_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,50,0.854706535,0.380673885,0.89463316,0.308684826,0.959909814,0.489088774,0.856916206,0.303608418,0.876100745,0.310830832,0.892105549,0.297371626,0.961364871,5.402083635,0.830588176,0.308917999,0.668550558,0.301861048,0.877678274,0.805563688,0.90014709,0.309864998,0.942008092,0.308211088,1,0.098320723,414,0.095170259,0,0.094222069,0.02512369,0.017901897,17.44691994,0.001020193,0.015727389,1.093817472,0,0,[],1-class-1-cluster,['no_shape']
figure_ascendingmarkersize20_iris_GlimmerMDS_2,iris_GlimmerMDS_2,147,3,20,0.9949382,0.32299304,0.992136915,4.914980173,0.986755569,0.489361286,0.994086368,0.302064419,0.992567224,0.291223049,0.991292524,0.29995513,0.997436524,0.298427343,0.994519715,0.292196512,0.998469777,0.291030645,0.994954755,0.756884098,0.994649844,0.310307026,0.996038049,0.305516243,1,4.718525648,47,0.095715761,0,0.092516661,0.02512369,0.018002272,17.44691994,0.002998829,0.007799425,1.023879051,0,0,[],1-class-1-cluster,['no_shape']
figure_ascendingmarkersize20_iris_TSNE_2,iris_TSNE_2,147,3,20,1,5.008656502,1,0.357609987,1,0.583697319,1,0.360469103,1,0.408123255,1,0.319428444,1,0.359292269,1,0.389775515,1,0.386938095,1,6.046397924,1,0.392451048,1,0.349186659,1,0.135853767,0,0.10201931,0,0.111994267,0.024937397,0.021037579,27.66048608,0.003990173,0,1.472301483,0,0,[],no,['no_shape']
figure_category_basedmarkersize20_iris_TSNE_2,iris_TSNE_2,147,3,20,1,0.32208848,1,0.400276899,1,0.56268549,1,0.387473583,1,0.312220812,1,4.458905458,1,0.394851208,1,0.354133844,1,0.385974646,1,0.97936058,1,0.323482275,1,0.381638527,1,0.122852564,0,4.78271699,0,0.161808491,0.024937397,0.028000355,27.66048608,0.00210619,0,1.321729422,0,0,[],no,['no_shape']
figure_descendingmarkersize10_iris_TSNE_2,iris_TSNE_2,147,3,10,1,0.32561326,1,0.405318975,1,0.588572741,1,5.114071131,1,0.30678916,1,0.337068558,1,0.342092752,1,0.366996765,1,0.3809762,1,1.011033297,1,0.35465765,1,0.347100973,1,4.587907076,0,0.094354868,0,0.11056757,0.024937397,0.019870043,27.66048608,0.004006863,0,1.280286312,0,0,[],no,['no_shape']
figure_category_basedmarkersize10_iris_TSNE_2,iris_TSNE_2,147,3,10,1,0.388647556,1,0.338013172,1,0.557403564,1,5.372278452,1,0.348326921,1,0.381544352,1,0.292934656,1,0.34692502,1,0.356179476,1,0.919529438,1,0.346263409,1,0.301294088,1,4.622104645,0,0.108138561,0,0.115077019,0.024937397,0.024010897,27.66048608,0.003998756,0,1.303133488,0,0,[],no,['no_shape']
figure_descendingmarkersize50_iris_TSNE_2,iris_TSNE_2,147,3,50,1,0.323899031,1,0.339004278,1,0.577140331,1,0.385954857,1,0.312834501,1,0.307830334,1,5.548875093,1,0.353556633,1,0.337828398,1,1.015878439,1,0.409321308,1,0.38506484,1,0.138970375,0,0.134047747,0,0.13143754,0.024937397,0.019095898,27.66048608,0.002048254,0,6.514674902,0,0,[],no,['no_shape']
figure_ascendingmarkersize10_iris_TSNE_2,iris_TSNE_2,147,3,10,1,0.45259738,1,0.346715212,1,0.614735365,1,0.410982609,1,0.292659521,1,0.331641912,1,0.308534861,1,3.935329199,1,0.323261738,1,1.003950119,1,0.350801229,1,0.456834793,1,0.138199568,0,0.115421295,0,0.140803337,0.024937397,0.024509192,27.66048608,0.003271818,0,1.345692635,0,0,[],no,['no_shape']
figure_ascendingmarkersize50_iris_TSNE_2,iris_TSNE_2,147,3,50,1,0.416684151,1,5.213901281,1,0.689301729,1,0.413156033,1,0.35660243,1,0.386476278,1,0.298929453,1,0.316067457,1,0.316169262,1,0.97024107,1,5.33458209,1,0.422936916,1,0.116715431,0,0.1350348,0,0.127682209,0.024937397,0.038510084,27.66048608,0.002284765,0,1.455302238,0,0,[],no,['no_shape']
figure_category_basedmarkersize50_iris_TSNE_2,iris_TSNE_2,147,3,50,1,0.405493736,1,0.387005329,1,0.525629759,1,0.395390987,1,0.404465675,1,0.370570183,1,5.107894421,1,0.321912289,1,0.315874338,1,0.908557415,1,0.374438047,1,0.338149786,1,0.120557547,0,0.096978188,0,0.089612246,0.024937397,0.031978369,27.66048608,0.002953529,0,5.607126236,0,0,[],no,['no_shape']
figure_descendingmarkersize20_iris_TSNE_2,iris_TSNE_2,147,3,20,1,0.336602211,1,0.335821867,1,0.603990555,1,0.383998632,1,0.384898424,1,5.400033236,1,0.330922842,1,0.334295511,1,0.298179865,1,0.987329721,1,0.349974155,1,0.364337683,1,0.103767157,0,5.222763777,0,0.128858566,0.024937397,0.040263891,27.66048608,0.002112627,0,1.508486748,0,0,[],no,['no_shape']
figure_ascendingmarkersize20_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,20,0.927402143,0.331568956,0.882414919,0.46646142,0.85367135,1.053011417,0.905598448,0.32213068,0.894991081,0.314647436,0.895425488,0.310498714,0.980025643,0.293516397,0.884142347,0.315541029,0.992896571,5.22281003,1,0.48339963,1,0.349568129,,0.317902088,1,0.10340929,24,0.104706526,0,0.108271599,0.025148625,0.016653776,25.04422892,0.002068043,0.008044399,0.561993837,0,0,[],no,['no_shape']
figure_category_basedmarkersize10_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,10,0.916787343,0.337560177,0.952901177,5.227600336,0.978066028,1.086296797,0.945194286,0.318449497,0.953952287,0.321726084,0.964596351,0.320036888,0.992419716,0.340012789,0.973219248,0.327749252,0.949835649,0.329349279,1,0.456270695,1,0.323177814,,0.32460475,1,0.104702473,4,4.99960494,0,0.105367661,0.025148625,0.025910139,25.04422892,0.002017021,0.004926168,0.698801756,0,0,[],no,['no_shape']
figure_category_basedmarkersize50_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,50,0.685425663,0.345478058,0.756855235,0.45855546,0.7895069,1.086427927,0.763334621,0.325682878,0.771017379,5.003833055,0.792708307,0.32474184,0.931788206,0.285703659,0.845857506,0.323187351,0.801855542,0.326351881,0.992288728,0.465594769,1,0.320610285,,0.322548389,1,0.106400728,148,0.109611988,0,0.108632803,0.025148625,0.015999794,25.04422892,0.00200367,0.013317649,0.585258961,0,0,[],no,['no_shape']
figure_descendingmarkersize50_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,50,0.668700077,0.328667641,0.757606461,0.485237122,0.811518827,1.08292675,0.747250999,4.662615776,0.762995872,0.314082384,0.779345903,0.315287113,0.931788206,0.29066062,0.841277326,0.356784582,0.785495326,0.325844526,0.992068231,0.540585518,1,0.352004766,,0.312619925,1,0.114632845,148,0.142784834,0,4.582389593,0.025148625,0.016113758,25.04422892,0.001952648,0.013317649,0.604223967,0,0,[],no,['no_shape']
figure_descendingmarkersize20_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,20,0.803932179,0.327950478,0.8831193,0.460887671,0.943472538,1.035070896,0.865520945,0.325113773,0.885550486,0.306831598,0.910601568,0.315206528,0.980025643,0.288478374,0.931489695,5.139315367,0.876071642,0.32540822,1,0.46958518,1,0.31559515,,0.306765318,1,0.103366613,24,0.107480049,0,0.103082657,0.025148625,0.015701771,25.04422892,0.00129962,0.008044399,0.572205067,0,0,[],no,['no_shape']
figure_category_basedmarkersize20_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,20,0.803932179,0.375963211,0.8831193,0.464870453,0.943472538,1.161846876,0.865520945,0.308024168,0.885550486,0.313501358,0.910601568,0.324321985,0.980025643,0.294318914,0.931489695,0.32489419,0.876071642,0.325289249,1,5.385453463,1,0.323341846,,0.330762148,1,0.104339123,24,0.115449905,0,0.111653328,0.025148625,0.01729393,25.04422892,0.000999212,0.008044399,0.593482733,0,0,[],no,['no_shape']
figure_ascendingmarkersize10_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,10,0.971549443,5.155472517,0.952596033,0.473343372,0.939905596,1.047958851,0.96249736,0.315710306,0.958003195,0.318768024,0.958188431,0.319358349,0.992419716,0.289386034,0.953343883,0.323079348,0.997324932,0.322868109,1,0.452073097,1,0.319215059,,0.318639278,1,4.97359395,4,0.105632782,0,0.106099367,0.025148625,0.015956402,25.04422892,0.001208782,0.004926168,0.543067455,0,0,[],no,['no_shape']
figure_descendingmarkersize10_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,10,0.916787343,0.334150791,0.952901177,0.472280264,0.978066028,1.413072824,0.945194286,0.329861164,0.953952287,0.337159634,0.964596351,0.314477921,0.992419716,0.291975498,0.973219248,0.338701963,0.949835649,0.321434498,1,0.4569664,1,0.318818569,,5.083974123,1,0.10144496,4,0.106902838,0,0.112345934,0.025148625,0.016096592,25.04422892,0.002080441,0.004926168,0.551640987,0,0,[],no,['no_shape']
figure_ascendingmarkersize50_italianwines_GlimmerMDS_2,italianwines_GlimmerMDS_2,102,13,50,0.849665212,0.332770824,0.756402594,0.478566647,0.692182729,1.035616875,0.826527211,5.128373623,0.798391684,0.320567369,0.797007555,0.313975334,0.931788206,0.29658246,0.777322219,0.31699729,0.979605366,0.318230867,0.991653982,0.445043564,1,0.316344261,,0.317991018,1,0.103949547,148,0.108343363,0,0.104059458,0.025148625,0.014871597,25.04422892,0.00100112,0.013317649,5.427256107,0,0,[],no,['no_shape']
figure_ascendingmarkersize20_italianwines_TSNE_2,italianwines_TSNE_2,102,13,20,1,0.337170362,1,0.536283255,1,1.350292921,1,0.353279114,1,0.341061831,1,0.385002375,1,0.386476994,1,0.358006954,1,5.55967474,1,0.558510542,1,0.394478321,1,0.319092512,1,0.114773035,0,0.111716509,0,0.110687971,0.024873265,0.010606766,38.83441533,0.00202322,0,0.596374273,0,0,[],no,['no_shape']
figure_descendingmarkersize50_italianwines_TSNE_2,italianwines_TSNE_2,102,13,50,1,0.395277262,1,0.538984776,1,1.234029055,1,0.390081406,1,0.431109428,1,0.313706875,1,0.349086761,1,0.410176039,1,5.550356627,1,0.608848095,1,0.344532728,1,0.336205006,1,0.139526844,0,0.107084513,0,0.112229586,0.024873265,0.019006252,38.83441533,0.002129078,0,0.696640491,0,0,[],no,['no_shape']
figure_category_basedmarkersize10_italianwines_TSNE_2,italianwines_TSNE_2,102,13,10,1,0.371506214,1,0.538156986,1,1.605530262,1,0.410665274,1,0.350884914,1,0.430406332,1,0.290169477,1,0.351508617,1,4.998071194,1,0.536217451,1,0.419553518,1,0.347318649,1,0.127397299,0,0.166359186,0,0.18384099,0.024873265,0.010985613,38.83441533,0.002119541,0,0.74611783,0,0,[],no,['no_shape']
figure_category_basedmarkersize50_italianwines_TSNE_2,italianwines_TSNE_2,102,13,50,1,0.34444952,1,0.527617693,1,1.286170244,1,5.648216009,1,0.455612898,1,0.375047922,1,0.349905014,1,0.375582695,1,0.398777485,1,0.583052635,1,0.405757666,1,0.390404701,1,4.738289356,0,0.14746809,0,0.154067278,0.024873265,0.023024559,38.83441533,0.002002001,0,0.833618641,0,0,[],no,['no_shape']
figure_ascendingmarkersize10_italianwines_TSNE_2,italianwines_TSNE_2,102,13,10,1,0.332254887,1,0.531263113,1,1.214686871,1,0.312085629,1,0.390113831,1,0.338626146,1,4.957477331,1,0.361195087,1,0.366591215,1,0.571098566,1,0.349417686,1,0.388375521,1,0.118771791,0,0.105924368,0,0.104328156,0.024873265,0.01309824,38.83441533,0.003097296,0,5.423684359,0,0,[],no,['no_shape']
figure_ascendingmarkersize50_italianwines_TSNE_2,italianwines_TSNE_2,102,13,50,1,0.347673178,1,5.263536692,1,1.379153252,1,0.37117672,1,0.35317564,1,0.380264044,1,0.340508938,1,0.392772675,1,0.366485357,1,0.530603886,1,5.701311588,1,0.396159887,1,0.142204762,0,0.165138483,0,0.154896498,0.024873265,0.016991377,38.83441533,0.001072407,0,1.003003597,0,0,[],no,['no_shape']
figure_category_basedmarkersize20_italianwines_TSNE_2,italianwines_TSNE_2,102,13,20,1,0.406636238,1,5.58646369,1,1.26889348,1,0.351427317,1,0.392519236,1,0.40023303,1,0.334732056,1,0.414922476,1,0.361890554,1,0.65558815,1,5.374685526,1,0.419582367,1,0.167315722,0,0.161987543,0,0.124830246,0.024873265,0.013130426,38.83441533,0.001006842,0,0.667266846,0,0,[],no,['no_shape']
figure_descendingmarkersize10_italianwines_TSNE_2,italianwines_TSNE_2,102,13,10,1,0.369218826,1,0.514323473,1,6.251396656,1,0.341217995,1,0.342494965,1,0.340790033,1,0.37614584,1,0.358031511,1,0.349485159,1,0.572559834,1,0.355068207,1,0.404135704,1,5.17581749,0,0.142775059,0,0.148983002,0.024873265,0.021847963,38.83441533,0.00431633,0,0.710175276,0,0,[],no,['no_shape']
figure_descendingmarkersize20_italianwines_TSNE_2,italianwines_TSNE_2,102,13,20,1,0.442460537,1,0.493977308,1,1.38727212,1,0.388450146,1,0.418582201,1,5.733670473,1,0.342301846,1,0.394197226,1,0.331653118,1,0.503296614,1,0.443264723,1,0.399748325,1,0.153813601,0,0.136763811,0,5.749747515,0.024873265,0.014362812,38.83441533,0.001566887,0,0.804628134,0,0,[],no,['no_shape']
figure_descendingmarkersize50_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,50,0.88363686,0.337233543,0.885778207,0.325585842,0.895894325,0.549162626,0.878036129,5.124791622,0.885198778,0.31952405,0.88486483,0.316588163,0.954816963,0.336222649,0.903606477,0.336074114,0.891836448,0.381432056,0.865884183,2.337601423,0.862683549,0.344795942,0.923401093,0.334675312,0.995,0.176271439,3737,0.104548931,0,0.098138809,0.025346594,0.057928324,11.0381194,0.004990578,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_category_basedmarkersize50_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,50,0.888246457,0.332129002,0.889438959,0.321621656,0.889886111,0.525384665,0.882323022,4.727831125,0.888081204,0.316745758,0.887436343,0.317049026,0.954570769,0.32692194,0.880891936,0.321115494,0.919638552,0.324116707,0.892720437,2.659875154,0.902370039,0.336404085,0.787990144,0.325414896,0.995,0.181123018,3737,0.107608557,0,4.481205225,0.025346594,0.058037281,11.0381194,0.010191202,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_descendingmarkersize20_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,20,0.936093618,0.319591045,0.940081643,0.313243151,0.951507193,0.519635916,0.933293331,0.316971302,0.939586808,0.327903032,0.939872578,0.304572582,0.982334857,0.304533005,0.9514164,5.07302165,0.936925015,0.324002028,0.922118271,2.341120481,0.919442124,0.322274923,0.961942425,0.327701807,0.996666667,0.137147665,705,0.097619295,0,0.093717575,0.025346594,0.057836771,11.0381194,0.004969597,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_ascendingmarkersize50_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,50,0.889582621,0.350873947,0.889625656,0.324172735,0.888847389,0.527098417,0.882989268,4.888135433,0.888350706,0.31663537,0.887560807,0.30878973,0.954690198,0.316100597,0.881321797,0.322806358,0.92199549,0.311300039,0.894976045,2.349886417,0.905029474,0.336282015,0.792423338,0.348843098,0.995,0.179397583,3737,0.105689764,0,0.098167658,0.025346594,0.056628704,11.0381194,0.005167723,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_ascendingmarkersize10_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,10,0.97592669,0.310623169,0.977549204,0.305147171,0.980385916,0.515036345,0.976361631,0.301361799,0.977783655,0.318897724,0.977482013,0.294377327,0.994881553,0.295481682,0.976734121,0.299880028,0.976537593,0.31128931,0.975635263,2.24135232,0.978303848,0.316526651,0.915431667,4.638366461,0.996666667,0.115572214,137,0.147532701,0,0.096244335,0.025346594,0.056514263,11.0381194,0.004981279,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_ascendingmarkersize20_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,20,0.938857758,0.324893236,0.942654354,0.401124954,0.949507497,0.700299978,0.93608794,0.435567617,0.941408557,0.313493967,0.941552543,0.336290598,0.982309958,0.330793381,0.935204714,5.173513651,0.951564484,0.304930449,0.940118222,2.580787659,0.946989915,0.366765499,0.851934441,0.352510929,0.996666667,0.140941858,705,0.101583958,0,0.090205908,0.025346594,0.058131933,11.0381194,0.004964828,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_descendingmarkersize10_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,10,0.975619475,0.319517374,0.976668988,0.308298588,0.977863995,0.796606541,0.975816438,0.313850403,0.977527976,0.297487736,0.977184414,0.299293756,0.994883252,0.302914619,0.982023925,0.295160055,0.980448626,0.293791533,0.97147817,2.281967402,0.969863237,0.318282604,0.975752087,5.162460566,0.996666667,0.111141443,137,0.094379663,0,0.104432583,0.025346594,0.068698645,11.0381194,0.004999399,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_category_basedmarkersize20_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,20,0.938461392,0.322013617,0.942639676,0.313862085,0.949577726,0.544495583,0.935843682,0.321120739,0.941317391,0.324585915,0.941498541,0.30360961,0.982353889,0.318962336,0.935046237,4.595144272,0.950820399,0.293781757,0.939572738,2.217729092,0.946286902,0.323279858,0.850205095,0.315979958,0.996666667,0.13567543,705,0.100787163,0,0.094416142,0.025346594,0.05761981,11.0381194,0.005004644,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_category_basedmarkersize10_JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,JavierGeneratedData_3dinterleaved_3classes_GlimmerMDS_2,600,3,10,0.975815167,0.312284708,0.977564013,0.299911261,0.980335154,0.507710695,0.976275963,0.302153111,0.977754241,0.313209057,0.977462931,0.307599068,0.994883252,0.293632746,0.976702321,0.298343658,0.976300086,0.290366888,0.975503859,2.238209009,0.978035285,0.319253445,0.914898647,4.874495506,0.996666667,0.116206169,137,0.100543499,0,0.098828554,0.025346594,0.055595636,11.0381194,0.005115986,-,15,1,0,[],1-class-1-cluster,['three_order']
figure_descendingmarkersize10_JavierGeneratedData_3dinterleaved_3classes_TSNE_2,JavierGeneratedData_3dinterleaved_3classes_TSNE_2,600,3,10,0.931950786,0.310344934,0.937238765,0.369238377,0.934265868,0.650752068,0.929654213,0.429672718,0.933550267,0.397684813,0.935095138,0.361118317,0.972250021,0.354778767,0.940204173,0.369312763,0.998437776,5.272694349,0.930385325,2.545449257,0.936230044,0.422882795,0.915257418,0.347007275,0.993333333,0.138148308,615,0.119050503,0,0.121539593,0.024431283,0.097893238,4.944615616,0.005770922,-,15,1,0,[],1-class-1-cluster,['three_order' 'linear']
figure_ascendingmarkersize50_JavierGeneratedData_3dinterleaved_3classes_TSNE_2,JavierGeneratedData_3dinterleaved_3classes_TSNE_2,600,3,50,0.729675282,0.416543961,0.731247012,0.397248745,0.701622629,0.648185968,0.717774244,0.489511967,0.720990933,0.392740488,0.722786671,5.742595673,0.782870493,0.324665308,0.750389858,0.399004698,0.99451874,0.424563646,0.721127971,2.820060253,0.745002347,0.469680309,0.73769159,0.435725212,0.953333333,0.176249266,12310,0.1605196,0,0.121467829,0.024431283,0.105816364,4.944615616,0.01412487,-,15,2,0,[],1-class-1-cluster,['three_order' 'linear']
