Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Complete Linkage Method Distance,Complete Linkage Method Distance Calculation Time,Single Linkage Method Distance,Single Linkage Method Distance Calculation Time,Leverage Score Distance,Leverage Score Distance Calculation Time,Cook Distance,Cook Distance Calculation Time,Orthogonal Distance to Lowess Line,Orthogonal Distance to Lowess Line Calculation Time,Vertical Distance to Lowess Line,Vertical Distance to Lowess Line Calculation Time,Horizontal Distance to Lowess Line,Horizontal Distance to Lowess Line Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes,well-separated,Shape
figure_category_basedmarkersize50_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,50,0.068674791311894,0.5225679874420166,0.0755282079716148,0.5234243869781494,0.0866974821476651,4.967521905899048,0.0687372187217825,0.4911987781524658,0.0729535765247721,0.4624545574188232,0.0751113270835199,0.4259805679321289,0.0777011376254462,0.5067002773284912,0.0642681187910253,0.4729349613189697,0.0561086429243575,0.4837677478790283,0.07402596886590962,13.076727867126465,0.0748520686413574,0.5268814563751221,0.0501642556950727,0.5093212127685547,0.9818791946308724,0.5650372505187988,19498,0.1740667819976806,0.0,0.1180727481842041,0.0254453081154506,0.164055585861206,7.087412017985369,0.0117442607879638,-,15.0,9,5,"[{'category': 4, 'number': 2}, {'category': 5, 'number': 1}, {'category': 6, 'number': 2}]",yes,['cluster']
figure_ascendingmarkersize10_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,10,0.1048143819229423,4.267390489578247,0.0839878977423678,0.4263796806335449,0.0619945689974188,1.190347671508789,0.099531402786045,0.4126923084259033,0.0861786093133228,0.3914124965667724,0.0817167843123756,0.4493513107299804,0.0776085102102096,0.4235663414001465,0.0993336428084473,4.0764665603637695,0.1560178550311238,0.4137418270111084,0.10886322081803446,8.611314296722412,0.0968864077571467,0.5721311569213867,0.1370447989863177,0.4673891067504883,0.9906040268456376,0.2981569766998291,1093,0.1355524063110351,0.0,0.1559493541717529,0.0254453081154506,0.20713472366333,7.087412017985368,0.0283842086791992,-,15.0,7,5,"[{'category': 9, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 2}, {'category': 4, 'number': 1}]",yes,['cluster']
figure_ascendingmarkersize20_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,20,0.1041953796753307,0.504530668258667,0.0833386117487287,0.4217844009399414,0.0614242963179944,1.2385399341583252,0.1002076480255914,0.4090480804443359,0.086327284716937,0.4382340908050537,0.0820046206271237,0.3712868690490722,0.0786642003913824,3.9261841773986816,0.0974259336548941,0.3801109790802002,0.1600702403667285,0.4212324619293213,0.11065041835709111,7.648169755935669,0.1000624821168236,0.4299421310424804,0.1651465412142853,0.5391867160797119,0.9906040268456376,0.401735782623291,4649,3.505300521850586,0.0,0.1209208965301513,0.0254453081154506,0.2738699913024902,7.087412017985368,0.0104169845581054,-,15.0,5,5,"[{'category': 9, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 2}, {'category': 4, 'number': 1}]",yes,['cluster']
figure_ascendingmarkersize50_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,50,0.1044211830129936,0.5576603412628174,0.0829730730839632,0.5127122402191162,0.0598902084601781,1.3899400234222412,0.1009047859970583,0.5172855854034424,0.0865081529603009,0.4619951248168945,0.0822535782827639,4.2069618701934814,0.0802818174441438,0.5092554092407227,0.0958031146917799,0.4539203643798828,0.1600437498987117,0.4880433082580566,0.11228912081519571,9.036354064941406,0.1026530548989782,0.5436522960662842,0.1550467116546315,0.5367100238800049,0.9818791946308724,4.461031913757324,19498,0.1614317893981933,0.0,0.1310591697692871,0.0254453081154506,0.2481460571289062,7.087412017985368,0.016993761062622,-,15.0,6,5,"[{'category': 9, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 2}, {'category': 4, 'number': 1}]",yes,['cluster']
figure_descendingmarkersize10_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,10,0.0490190644230369,0.429699182510376,0.0707898993027286,0.4206416606903076,0.1313959709302112,1.3177740573883057,0.0489425161379998,4.365693092346191,0.06253140334723,0.4567203521728515,0.0680327341530596,0.4594333171844482,0.076744945260447,0.4338696002960205,0.048906323150578,0.444648265838623,0.0259558756157293,0.410724401473999,0.046133706535893326,8.898921489715576,0.0517558016040647,0.4849944114685058,0.0201910129707674,4.731273889541626,0.9906040268456376,0.2748444080352783,1093,0.1877477169036865,0.0,0.1624445915222168,0.0254453081154506,0.2059664726257324,7.087412017985368,0.0165119171142578,-,15.0,7,5,"[{'category': 9, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 8, 'number': 1}, {'category': 6, 'number': 1}]",yes,['cluster']
figure_descendingmarkersize20_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,20,0.0488305047087297,0.4897041320800781,0.0704474784756378,0.4071707725524902,0.128883772326612,4.325998067855835,0.0484472713154654,0.4307279586791992,0.0621107140031063,0.3722822666168213,0.067562330324383,0.3305139541625976,0.0762650952864149,0.4546093940734863,0.0493110781549507,0.3759424686431885,0.0247233876426435,0.4479479789733886,0.04427982210245662,12.4267897605896,0.0491694703828237,0.5271172523498535,0.0185924889342573,0.4940693378448486,0.9906040268456376,0.4923930168151855,4649,0.1747121810913086,0.0,0.1557455062866211,0.0254453081154506,0.1646583080291748,7.087412017985368,0.0108411312103271,-,15.0,5,5,"[{'category': 9, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 8, 'number': 1}, {'category': 6, 'number': 1}]",yes,['cluster']
figure_descendingmarkersize50_interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_10d_0_notcramped_notrotated_GlimmerMDS_2,1490,10,50,0.0491814677673765,4.191721200942993,0.0700898068058423,0.4661023616790771,0.1277267898410538,1.2234249114990234,0.0485516795354145,0.5473346710205078,0.0616989920699299,0.4104118347167969,0.0669340442348191,0.482492446899414,0.0773596193599659,0.4711265563964844,0.0506515726078231,0.4789352416992187,0.024765679705356,4.348328113555908,0.04349576460646298,8.401380062103271,0.04767294189572,0.4601249694824219,0.0215419050644065,0.4868450164794922,0.9818791946308724,0.5415096282958984,19498,0.1313436031341552,0.0,0.1415956020355224,0.0254453081154506,0.1402502059936523,7.087412017985368,0.0108730792999267,-,15.0,4,5,"[{'category': 9, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 8, 'number': 1}, {'category': 6, 'number': 1}]",yes,['cluster']
figure_category_basedmarkersize10_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,10,0.0715621890273101,0.3827526569366455,0.0788249156806448,0.3978512287139892,0.0878714078097296,1.17063307762146,0.071035834705166,0.3931753635406494,0.0767081355678764,0.3706226348876953,0.0777818313820363,0.3137474060058594,0.0783403661225569,0.5027420520782471,0.0769507507663261,4.042697191238403,0.0601168635972759,0.4528803825378418,0.07323074919268513,9.11546516418457,0.0708729653976272,0.4327845573425293,0.1523744647520577,0.5149762630462646,0.9918864097363084,0.2468769550323486,992,0.1317746639251709,0.0,3.4272613525390625,0.0254730183238442,0.2479164600372314,7.020505593343087,0.0101282596588134,-,15.0,6,3,"[{'category': 1, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize20_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,20,0.0695283263255001,0.4629654884338379,0.0755026634428749,0.4100151062011719,0.0836163583753303,1.3054566383361816,0.069224986985647,0.4140613079071045,0.0738990443409826,0.3884713649749756,0.0745189149730023,0.4291801452636719,0.0757773516750789,4.625291347503662,0.0744663845066082,0.4664323329925537,0.059062448708964,0.4291896820068359,0.06906472499199412,8.855794429779053,0.0681087462140245,0.4989035129547119,0.1221374249493713,0.5118253231048584,0.9898580121703854,0.4248542785644531,4868,4.104717969894409,0.0,0.1334481239318847,0.0254730183238442,0.2169370651245117,7.020505593343087,0.0110063552856445,-,15.0,6,4,"[{'category': 1, 'number': 1}, {'category': 3, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize50_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,50,0.0651236687636237,0.5377614498138428,0.0694097906179269,0.4371356964111328,0.0762485273788524,1.3827531337738037,0.0650077519941124,0.5009386539459229,0.0683023399915198,0.4661495685577392,0.0686427076736094,4.234347343444824,0.0699484168157645,0.4521825313568115,0.0685381255794254,0.3832991123199463,0.059316990018945,0.4904778003692627,0.06537186669046224,8.654236555099487,0.0653741042573361,0.5835280418395996,0.0819866545056084,0.5462353229522705,0.982420554428668,0.6348960399627686,20767,4.062053680419922,0.0,0.1860706806182861,0.0254730183238442,0.2311220169067382,7.020505593343087,0.0229058265686035,-,15.0,5,5,"[{'category': 1, 'number': 2}, {'category': 3, 'number': 1}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize10_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,10,0.1097113734622975,0.4291112422943115,0.0856699258880621,0.3734138011932373,0.0662144323513096,1.3093750476837158,0.1091764880290787,0.4112753868103027,0.0919909521696628,4.319989919662476,0.0901690043025018,0.343851089477539,0.0789095311047105,0.4871249198913574,0.1073223261127271,0.4168701171875,0.1614602931747393,0.3586897850036621,0.10719523513746487,8.437737464904785,0.1057182413880563,0.4494712352752685,0.1397107579697312,0.4838583469390869,0.9918864097363084,3.923485517501831,992,0.1144845485687255,0.0,0.1052820682525634,0.0254730183238442,0.171644926071167,7.020505593343087,0.0100893974304199,-,15.0,5,3,"[{'category': 4, 'number': 1}, {'category': 1, 'number': 1}, {'category': 9, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize20_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,20,0.1061778064406173,0.4761717319488525,0.0822147731385816,0.4813239574432373,0.0615378221583652,1.396564483642578,0.1058954910289082,4.415419816970825,0.0885808378621985,0.4656887054443359,0.0860714418185368,0.403764009475708,0.076400309014746,0.4615089893341064,0.1035153726804628,0.3876717090606689,0.1535826373697452,0.4132030010223388,0.10136387879827169,8.702617406845093,0.0987497126294915,0.437420129776001,0.1138213032149776,4.541861057281494,0.9898580121703854,0.4469647407531738,4868,0.1709458827972412,0.0,0.1113734245300293,0.0254730183238442,0.1774313449859619,7.020505593343087,0.0166461467742919,-,15.0,3,3,"[{'category': 4, 'number': 1}, {'category': 1, 'number': 1}, {'category': 9, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize50_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,50,0.0996789232993998,0.4761495590209961,0.0758099072715535,0.5206136703491211,0.0538754361686848,5.327394247055054,0.0996239561490746,0.5112476348876953,0.0823003687497436,0.458554744720459,0.0796697010092067,0.4215338230133056,0.0714083637110815,0.584012508392334,0.0979076566661568,0.5163233280181885,0.1411733872786809,0.5481605529785156,0.09399542799405469,8.814669847488403,0.0911880013189295,4.235496044158936,0.0874287129648282,0.4905009269714355,0.982420554428668,0.6098449230194092,20767,0.1495606899261474,0.0,0.1368777751922607,0.0254730183238442,0.1958777904510498,7.020505593343087,0.012744665145874,-,15.0,4,4,"[{'category': 4, 'number': 2}, {'category': 1, 'number': 1}, {'category': 9, 'number': 1}]",no,['cluster']
figure_descendingmarkersize10_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,10,0.0528794725246996,0.4409868717193603,0.0741215940448248,4.385241746902466,0.1218192378963309,1.1852822303771973,0.0525574309695875,0.3917164802551269,0.0663520825619898,0.3808727264404297,0.0692776279287266,0.3660690784454345,0.0798533454090388,0.3959646224975586,0.05072886232848,0.4052495956420898,0.0290011064573371,0.3866117000579834,0.05406918838555508,11.922022819519045,0.0552109973379151,0.4924604892730713,0.0655440298549672,0.4524321556091308,0.9918864097363084,0.2872555255889892,992,0.1373460292816162,0.0,0.1323721408843994,0.0254730183238442,0.191002607345581,7.020505593343087,0.0157196521759033,-,15.0,5,3,"[{'category': 5, 'number': 1}, {'category': 4, 'number': 1}, {'category': 8, 'number': 1}]",no,['cluster']
figure_descendingmarkersize20_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,20,0.0493925317559631,4.63378119468689,0.0706815516268127,0.4431748390197754,0.1215018418156722,1.230410099029541,0.0491357386009925,0.445502758026123,0.0628847571449524,0.3658642768859863,0.066212948069516,0.4133925437927246,0.0753402570245798,0.4427957534790039,0.0495542140631848,0.4465048313140869,0.0264089181520718,4.377544403076172,0.04958602188316885,9.103270530700684,0.0516644776969728,0.5232639312744141,0.0587954832378052,0.4720571041107178,0.9898580121703854,0.3811063766479492,4868,0.1854386329650879,0.0,0.1474382877349853,0.0254730183238442,0.1809489727020263,7.020505593343087,0.0199337005615234,-,15.0,5,3,"[{'category': 5, 'number': 1}, {'category': 4, 'number': 1}, {'category': 8, 'number': 1}]",no,['cluster']
figure_descendingmarkersize50_interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_10d_25_cramped_rotated_GlimmerMDS_2,1479,10,50,0.0447305435034613,4.362786293029785,0.0648171274565256,0.502967119216919,0.1143041301884997,1.3651409149169922,0.0445620249809461,0.4567041397094726,0.0573873667111686,0.47182297706604,0.0605800992570189,0.4191210269927978,0.0688466548031742,0.542971134185791,0.0450810381842524,4.630511283874512,0.0254024398303165,0.4841992855072021,0.04512950268927873,8.468254327774048,0.0473432331886231,0.4516050815582275,0.0540177786036988,0.5146408081054688,0.982420554428668,0.6155266761779785,20767,0.1411478519439697,0.0,0.1508586406707763,0.0254730183238442,0.2149817943572998,7.020505593343087,0.0101380348205566,-,15.0,6,4,"[{'category': 5, 'number': 1}, {'category': 1, 'number': 1}, {'category': 4, 'number': 1}, {'category': 8, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize10_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,10,0.0641721554748596,0.4355270862579345,0.0623674530865531,0.4162635803222656,0.0621276960485017,1.3578593730926514,0.0626004718807244,0.4820194244384765,0.0618003202658062,0.5182194709777832,0.061263509840698,0.4291484355926513,0.0624046051328119,0.522864818572998,0.0627503676251467,4.5243916511535645,0.0614116787372075,0.4337873458862304,0.054156566538189566,12.443828582763672,0.0555546685048489,0.6029031276702881,0.0798433517943361,0.5590448379516602,0.9882869692532944,0.4156882762908935,1980,0.1534171104431152,0.0,0.1735367774963379,0.0254606819424708,0.2085683345794677,5.782176876716186,0.0285625457763671,-,15.0,11,8,"[{'category': 0, 'number': 1}, {'category': 3, 'number': 2}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 1}, {'category': 7, 'number': 1}, {'category': 10, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize20_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,20,0.0619726661571933,0.4938342571258545,0.0619528699314552,0.4791498184204101,0.0643779927737289,1.6586127281188965,0.0605588052998297,0.4637670516967773,0.0609302391932966,0.4328062534332275,0.0608995362918159,0.4327936172485351,0.0625922201911299,4.495573997497559,0.0600220775635509,0.4468545913696289,0.0572079649072568,0.4841201305389404,0.05376018622843115,10.886840105056764,0.0552363768935405,0.5049521923065186,0.05583353527348,0.5255947113037109,0.984382625671059,0.5745227336883545,8785,0.1684029102325439,0.0,4.01405930519104,0.0254606819424708,0.2102844715118408,5.782176876716186,0.0254161357879638,-,15.0,13,9,"[{'category': 0, 'number': 1}, {'category': 2, 'number': 1}, {'category': 3, 'number': 2}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 1}, {'category': 7, 'number': 1}, {'category': 10, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize50_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,50,0.0606998215449906,0.5067875385284424,0.061443157901742,0.56414794921875,0.064265690987683,1.6325106620788574,0.0592567341879074,0.4928362369537353,0.0600733288249518,0.4830918312072754,0.0601766702593465,0.4879379272460937,0.0631778354360523,4.349704742431641,0.0582550725489964,0.5130763053894043,0.0562747059092162,0.4867029190063476,0.054219123496027866,11.219275951385498,0.0559844334339822,0.6615424156188965,0.0469280162872692,0.6104781627655029,0.9682772083943388,0.8981237411499023,35359,0.1862854957580566,0.0,4.024713754653931,0.0254606819424708,0.2612931728363037,5.782176876716186,0.0230648517608642,-,15.0,20,14,"[{'category': 0, 'number': 2}, {'category': 1, 'number': 1}, {'category': 2, 'number': 2}, {'category': 3, 'number': 4}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 6, 'number': 1}, {'category': 7, 'number': 1}, {'category': 10, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize10_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,10,0.0866037238986998,0.4755613803863525,0.0661882503117541,0.4742419719696045,0.0463480231931574,1.849897146224976,0.0871247794484507,0.4467349052429199,0.0721262069198658,0.4781379699707031,0.0692953091456832,0.4563705921173095,0.0622319999429735,4.114114284515381,0.0775724137622361,0.4727158546447754,0.1615985512946048,0.4245386123657226,0.10005360472601654,11.63447332382202,0.0912994168289239,0.5008280277252197,0.157125372198481,0.4741697311401367,0.9882869692532944,0.3387269973754883,1980,0.1695001125335693,0.0,3.524653434753418,0.0254606819424708,0.2007825374603271,5.782176876716186,0.0140001773834228,-,15.0,10,8,"[{'category': 7, 'number': 1}, {'category': 11, 'number': 2}, {'category': 8, 'number': 1}, {'category': 4, 'number': 1}, {'category': 6, 'number': 1}, {'category': 3, 'number': 1}, {'category': 14, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize20_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,20,0.0858820306011656,0.4246253967285156,0.0662054151016729,0.4490480422973633,0.0468817482574239,1.627192497253418,0.0861864309262753,0.4180212020874023,0.0718579729526315,0.4299550056457519,0.0692138107672341,0.4374864101409912,0.0624649568280666,4.2081921100616455,0.0776604636613362,0.4206998348236084,0.1462174798805909,0.4208226203918457,0.09733403380292849,11.663669347763062,0.0895278578966135,0.6027166843414307,0.1481389490405809,0.4946110248565674,0.984382625671059,0.5619969367980957,8785,0.161107063293457,0.0,4.219882249832153,0.0254606819424708,0.2688171863555908,5.782176876716186,0.017998456954956,-,15.0,11,9,"[{'category': 7, 'number': 1}, {'category': 11, 'number': 2}, {'category': 8, 'number': 2}, {'category': 4, 'number': 1}, {'category': 6, 'number': 1}, {'category': 3, 'number': 1}, {'category': 14, 'number': 1}]",no,['cluster']
figure_ascendingmarkersize50_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,50,0.0858458370840109,0.5309605598449707,0.0660544712369556,0.5724775791168213,0.0454922634848433,1.7931368350982666,0.0860456189348224,0.4991183280944824,0.0716419853984354,0.4967133998870849,0.0688984430366729,0.4849505424499511,0.0630464747416437,5.042484045028687,0.0782609087837282,0.5437061786651611,0.1438311047312345,0.5109579563140869,0.09595398342979689,12.18084716796875,0.0890081555107685,0.5993602275848389,0.117902348712228,0.6122214794158936,0.9682772083943388,0.9309139251708984,35359,0.2253634929656982,0.0,4.271622180938721,0.0254606819424708,0.2679219245910644,5.782176876716186,0.0160548686981201,-,15.0,10,12,"[{'category': 7, 'number': 1}, {'category': 11, 'number': 2}, {'category': 8, 'number': 2}, {'category': 4, 'number': 1}, {'category': 6, 'number': 2}, {'category': 2, 'number': 1}, {'category': 3, 'number': 2}, {'category': 14, 'number': 1}]",no,['cluster']
figure_descendingmarkersize10_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,10,0.0440374598824477,0.4890687465667724,0.0583358204644118,0.44537353515625,0.0958918458220126,1.6520929336547852,0.0434496381975147,0.4539089202880859,0.0527420818224066,0.4357826709747314,0.055923728640156,0.3996515274047851,0.0625765185501937,4.461290121078491,0.0465063279007779,0.528278112411499,0.0209883582372021,0.4446749687194824,0.036627958834895114,11.487512826919556,0.039649289246697,0.4821412563323974,0.1239882737394878,0.4771766662597656,0.9882869692532944,0.4604685306549072,1980,0.1728687286376953,0.0,4.618817329406738,0.0254606819424708,0.2849850654602051,5.782176876716186,0.0140042304992675,-,15.0,12,8,"[{'category': 10, 'number': 2}, {'category': 0, 'number': 1}, {'category': 11, 'number': 1}, {'category': 12, 'number': 1}, {'category': 13, 'number': 1}, {'category': 3, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_descendingmarkersize20_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,20,0.043319778290252,0.5031275749206543,0.0583054626260087,0.4712493419647217,0.0960012079069061,1.6652867794036863,0.0428505358426956,0.4337720870971679,0.0526111426616165,0.4233214855194092,0.055707520969272,0.4284565448760986,0.0634370788718605,0.446113109588623,0.045804013337074,4.211118221282959,0.0223108639280592,0.4441428184509277,0.037079419335293795,12.114206314086914,0.040108297931135,0.6773102283477783,0.0838416922122018,0.4584903717041015,0.984382625671059,0.533184289932251,8785,0.148874282836914,0.0,0.1258342266082763,0.0254606819424708,0.2556908130645752,5.782176876716186,0.0182080268859863,-,15.0,9,10,"[{'category': 10, 'number': 3}, {'category': 0, 'number': 1}, {'category': 11, 'number': 1}, {'category': 13, 'number': 2}, {'category': 12, 'number': 1}, {'category': 3, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_descendingmarkersize50_interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,interleaved_100_200_15d_0_notcramped_notrotated_GlimmerMDS_2,2049,15,50,0.0422658458122124,0.5970339775085449,0.0576819687197427,0.5402181148529053,0.095519229139584,1.7086687088012695,0.0416930884727154,0.6087815761566162,0.0517911601379881,0.5103640556335449,0.0548200445872526,0.5109732151031494,0.0639660468943651,0.601142168045044,0.044579468037561,4.4655702114105225,0.0224186405780364,0.5059747695922852,0.036790756839784056,12.34392547607422,0.0397044716813885,0.5782771110534668,0.0813735787435647,0.5631403923034668,0.9682772083943388,0.8384912014007568,35359,0.1682596206665039,0.0,0.1292304992675781,0.0254606819424708,0.2477622032165527,5.782176876716186,0.0185675621032714,-,15.0,7,14,"[{'category': 10, 'number': 3}, {'category': 4, 'number': 1}, {'category': 0, 'number': 2}, {'category': 11, 'number': 2}, {'category': 13, 'number': 2}, {'category': 12, 'number': 2}, {'category': 3, 'number': 1}, {'category': 5, 'number': 1}]",no,['cluster']
figure_category_basedmarkersize10_interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,2318,15,10,0.0603906662362643,0.5369737148284912,0.0626733613150704,0.5067286491394043,0.0716265921998452,1.8776979446411133,0.0602902564654821,0.4628040790557861,0.0616317212356677,0.433819055557251,0.0635213073248078,0.4872064590454101,0.0627456299432986,0.573580265045166,0.0528878635588493,4.83310079574585,0.0510359611327146,0.4965453147888183,0.06417706462333106,13.734469890594482,0.0641931118490785,0.4717965126037597,0.3424420989993327,0.5187516212463379,0.989646246764452,0.431992769241333,2463,0.1492166519165039,0.0,0.1430120468139648,0.0254707818873703,0.3233921527862549,5.594854129906003,0.015294075012207,-,15.0,8,7,"[{'category': 0, 'number': 1}, {'category': 2, 'number': 2}, {'category': 4, 'number': 1}, {'category': 5, 'number': 1}, {'category': 10, 'number': 2}]",no,['cluster']
figure_category_basedmarkersize20_interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,2318,15,20,0.0578548422552424,0.47469162940979,0.0607712475793565,0.5402553081512451,0.0703158600697286,1.8167698383331297,0.057836575411297,0.5536911487579346,0.0595594103982441,0.520742654800415,0.0613609197374842,0.4741919040679931,0.0618316708874875,0.6320524215698242,0.0527644435862573,4.44087553024292,0.0476252215457221,0.4972207546234131,0.05918335363107585,13.940340995788574,0.0596076056822658,0.5766298770904541,0.3098757050382608,0.5351147651672363,0.9861949956859362,0.7134909629821777,10975,0.2527329921722412,0.0,0.151702880859375,0.0254707818873703,0.326214075088501,5.594854129906003,0.020838975906372,-,15.0,11,8,"[{'category': 0, 'number': 1}, {'category': 2, 'number': 2}, {'category': 4, 'number': 1}, {'category': 5, 'number': 2}, {'category': 10, 'number': 2}]",no,['cluster']
figure_category_basedmarkersize50_interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,interleaved_100_200_15d_25_cramped_rotated_GlimmerMDS_2,2318,15,50,0.0578328562469573,0.5619778633117676,0.0597815969632375,0.6055698394775391,0.0671581637292888,1.7642216682434082,0.0578427512921924,0.5528736114501953,0.0589072134047957,0.6028485298156738,0.0604721523064292,0.5755934715270996,0.0601921088111134,0.6667382717132568,0.0528151088442184,5.23384952545166,0.0507420732389478,0.6301631927490234,0.059645475326643105,13.194694519042969,0.059894177910709,0.5768342018127441,0.3085988788327437,0.5909171104431152,0.9637618636755824,0.9866454601287842,41735,0.2116069793701172,0.0,0.1591975688934326,0.0254707818873703,0.324249267578125,5.594854129906003,0.0200083255767822,-,15.0,18,14,"[{'category': 0, 'number': 4}, {'category': 2, 'number': 2}, {'category': 3, 'number': 1}, {'category': 4, 'number': 3}, {'category': 5, 'number': 2}, {'category': 10, 'number': 2}]",no,['cluster']
