ScatterplotName,DatasetName,TotalPoints,NumClasses,MarkerSize,M_Dist_10_0,M_Dist_10_0_time,LOF_Dist_10_0,LOF_Dist_10_0_time,IsolationForest_Dist_10_0,IsolationForest_Dist_10_0_time,Centroid_Dist_10_0,Centroid_Dist_10_0_time,AvgLinkage_Dist_10_0,AvgLinkage_Dist_10_0_time,M_Dist_10_5,M_Dist_10_5_time,LOF_Dist_10_5,LOF_Dist_10_5_time,IsolationForest_Dist_10_5,IsolationForest_Dist_10_5_time,Centroid_Dist_10_5,Centroid_Dist_10_5_time,AvgLinkage_Dist_10_5,AvgLinkage_Dist_10_5_time,M_Dist_10_10,M_Dist_10_10_time,LOF_Dist_10_10,LOF_Dist_10_10_time,IsolationForest_Dist_10_10,IsolationForest_Dist_10_10_time,Centroid_Dist_10_10,Centroid_Dist_10_10_time,AvgLinkage_Dist_10_10,AvgLinkage_Dist_10_10_time,VisibilityIndex,VisibilityIndex_time,MPix,MPix_time,GridOverlap,GridOverlap_time,KDEOverlap,KDEOverlap_time,NNDistance,NNDistance_time,PBBOverlap,PBBOverlap_time,DistanceConsistency,DistanceConsistency_time,CoveredVals,CoveredValsDiffClasses,CoveredPixels,CoveredPixelsDiffClasses,CoveredValuesDiffJSON,Shape,ClusterCorrelation
figure_category_based_markersize10_grid10_4d_umap.png,grid10_4d_umap,10000,16,10,0.4438532681681136,0.7557260990142822,0.5655995346496865,0.6951327323913574,0.8024192442360829,1.8704776763916016,0.3550184829838265,0.7974088191986084,0.4082541559197062,0.7420156002044678,0.2699643447178931,0.7235367298126221,0.2954242825236118,0.7887153625488281,0.3167941119109435,1.933110475540161,0.2355927198485522,0.7776854038238525,0.2522406095457989,0.8350698947906494,0.1939717868031499,0.8058328628540039,0.1999244765018313,0.7578544616699219,0.1973547623698187,1.923454523086548,0.1762899870465945,0.8110966682434082,0.1824989747246016,0.7934286594390869,0.8456,2.1863300800323486,40101,0.351881742477417,0.0015,0.4242739677429199,0.0305949081910208,0.8545224666595459,2.0963343243252464,0.0678837299346923,-,15.0,0.364,0.1050283908843994,1544,92,56055,9022,"[{""category"": 0, ""number"": 12}, {""category"": 1, ""number"": 4}, {""category"": 2, ""number"": 8}, {""category"": 3, ""number"": 1}, {""category"": 4, ""number"": 10}, {""category"": 5, ""number"": 2}, {""category"": 6, ""number"": 3}, {""category"": 7, ""number"": 5}, {""category"": 8, ""number"": 17}, {""category"": 9, ""number"": 9}, {""category"": 10, ""number"": 9}, {""category"": 12, ""number"": 8}, {""category"": 13, ""number"": 2}, {""category"": 14, ""number"": 2}]",['cluster'],['intersecting']
figure_category_based_markersize60_grid10_4d_umap.png,grid10_4d_umap,10000,16,60,0.1604750735570214,1.1022391319274902,0.2334395794476578,1.2225892543792725,0.4792744117140344,2.492284059524536,0.1127724993506186,1.302296161651611,0.1394128213770286,1.19286847114563,0.0993301749550092,1.2752671241760254,0.1203146238970268,1.2578799724578855,0.1527995135089674,2.431159257888794,0.0790625366310395,1.3107619285583496,0.0903835423362212,1.2895352840423584,0.0719250028643587,1.2982416152954102,0.0810417465366556,1.3074874877929688,0.0908879424973434,2.464152336120605,0.0608679000535148,1.334856033325195,0.0668673540318368,1.341647386550903,0.2323,0.8449156284332275,186558,0.7435688972473145,0.0015,0.3975427150726318,0.0305949081910208,0.8588476181030273,2.0963343243252464,0.0668842792510986,-,15.0,0.364,0.1045827865600586,7664,585,793471,155973,"[{""category"": 0, ""number"": 66}, {""category"": 1, ""number"": 33}, {""category"": 2, ""number"": 45}, {""category"": 3, ""number"": 21}, {""category"": 4, ""number"": 71}, {""category"": 5, ""number"": 7}, {""category"": 6, ""number"": 9}, {""category"": 7, ""number"": 24}, {""category"": 8, ""number"": 69}, {""category"": 9, ""number"": 58}, {""category"": 10, ""number"": 46}, {""category"": 11, ""number"": 13}, {""category"": 12, ""number"": 68}, {""category"": 13, ""number"": 47}, {""category"": 14, ""number"": 8}]",['cluster'],['intersecting']
figure_category_based_markersize110_grid10_4d_umap.png,grid10_4d_umap,10000,16,110,0.1260647346847017,1.844005823135376,0.1801541577912667,1.7314305305480957,0.3656881790991659,2.888430595397949,0.0881299792174407,1.893432378768921,0.1084922502835544,1.8637661933898928,0.0817414425358252,1.7562944889068604,0.100048971578576,1.8851947784423828,0.1328593741886089,3.0641794204711914,0.0641438679156291,1.847333669662476,0.0738160530906137,1.9247784614562988,0.0604779188862155,1.802807331085205,0.0692549129469405,1.7586109638214111,0.0811758127527021,3.095776081085205,0.0504209317337901,1.8290328979492188,0.0559373929661843,1.8087027072906492,0.0841,0.9949872493743896,216929,0.7469377517700195,0.0015,0.7292964458465576,0.0305949081910208,0.8480343818664551,2.0963343243252464,0.0677707195281982,-,15.0,0.364,0.1023700237274169,9139,984,1734752,392867,"[{""category"": 0, ""number"": 103}, {""category"": 1, ""number"": 67}, {""category"": 2, ""number"": 63}, {""category"": 3, ""number"": 43}, {""category"": 4, ""number"": 94}, {""category"": 5, ""number"": 14}, {""category"": 6, ""number"": 14}, {""category"": 7, ""number"": 58}, {""category"": 8, ""number"": 93}, {""category"": 9, ""number"": 95}, {""category"": 10, ""number"": 99}, {""category"": 11, ""number"": 45}, {""category"": 12, ""number"": 91}, {""category"": 13, ""number"": 79}, {""category"": 14, ""number"": 26}]",['cluster'],['intersecting']
figure_category_based_markersize160_grid10_4d_umap.png,grid10_4d_umap,10000,16,160,0.114168724366826,2.4959230422973637,0.160161995751506,2.3168013095855717,0.313593492130326,3.439227819442749,0.0804473271087304,2.337123155593872,0.0982119358706575,2.323133707046509,0.0758783593331293,2.333055019378662,0.0927073471442846,2.3166491985321045,0.1244062093766805,3.471433639526367,0.0595545812018997,2.346914291381836,0.0684010848411657,2.338334798812866,0.0568213776310301,2.526737928390503,0.0652333390701226,2.3349688053131104,0.0775944101087241,3.4761805534362797,0.0472765287433438,2.366729021072388,0.0524734941377578,2.371767997741699,0.0499,1.2242937088012695,227575,0.9291431903839112,0.0015,0.5432841777801514,0.0305949081910208,0.8447332382202148,2.0963343243252464,0.0685582160949707,-,15.0,0.364,0.103161334991455,9481,1121,2656575,665053,"[{""category"": 0, ""number"": 112}, {""category"": 1, ""number"": 74}, {""category"": 2, ""number"": 70}, {""category"": 3, ""number"": 58}, {""category"": 4, ""number"": 107}, {""category"": 5, ""number"": 14}, {""category"": 6, ""number"": 15}, {""category"": 7, ""number"": 74}, {""category"": 8, ""number"": 111}, {""category"": 9, ""number"": 105}, {""category"": 10, ""number"": 116}, {""category"": 11, ""number"": 58}, {""category"": 12, ""number"": 93}, {""category"": 13, ""number"": 83}, {""category"": 14, ""number"": 31}]",['cluster'],['intersecting']
figure_ascending_markersize10_grid10_4d_umap.png,grid10_4d_umap,10000,16,10,0.5726013513246813,1.178976058959961,0.5846527416939546,0.7481825351715088,0.5922978743945697,2.104820966720581,0.6284521930895315,1.2004108428955078,0.6199210149477973,0.7700512409210205,0.3228871736263122,0.9679234027862548,0.3051431859280797,1.1967761516571045,0.2735404791250567,1.9422218799591064,0.3463726017116485,1.2413663864135742,0.331174434780594,0.7884800434112549,0.2248353891157621,1.0019536018371582,0.2064459428356079,1.0056207180023191,0.1778349236774427,2.1713321208953857,0.2390675700564759,1.0406839847564695,0.2259373976112454,0.7834320068359375,0.8456,2.5547447204589844,40101,0.5267095565795898,0.0015,0.4676816463470459,0.0305949081910208,0.8583364486694336,2.0963343243252464,0.0715601444244384,-,15.0,0.364,0.1046395301818847,1544,66,56055,10173,"[{""category"": 3, ""number"": 6}, {""category"": 5, ""number"": 4}, {""category"": 1, ""number"": 4}, {""category"": 13, ""number"": 4}, {""category"": 11, ""number"": 11}, {""category"": 6, ""number"": 4}, {""category"": 7, ""number"": 5}, {""category"": 10, ""number"": 2}, {""category"": 15, ""number"": 6}, {""category"": 2, ""number"": 2}, {""category"": 14, ""number"": 1}, {""category"": 0, ""number"": 4}, {""category"": 9, ""number"": 5}, {""category"": 4, ""number"": 3}, {""category"": 12, ""number"": 5}]",['cluster'],['intersecting']
figure_ascending_markersize60_grid10_4d_umap.png,grid10_4d_umap,10000,16,60,0.2687610200977073,1.3049681186676023,0.2549417673468279,1.2960405349731443,0.2138801347833451,2.9955484867095947,0.339008203062675,1.3175077438354492,0.3140760429158354,1.5620496273040771,0.1460458296466499,1.5706610679626465,0.1318961586995136,1.3139698505401611,0.1022888468994174,2.737404584884644,0.168491540496219,1.60083270072937,0.156746213039119,1.312976360321045,0.1002651632440874,1.5707266330718994,0.0889602191519589,1.5830178260803225,0.0672180438527976,2.7941229343414307,0.1121044687472846,1.3309345245361328,0.1044327896081003,1.58056378364563,0.2323,1.231128454208374,186558,0.7319493293762207,0.0015,0.5831542015075684,0.0305949081910208,0.8460700511932373,2.0963343243252464,0.0699963569641113,-,15.0,0.364,0.1024379730224609,7674,380,793471,227959,"[{""category"": 5, ""number"": 35}, {""category"": 3, ""number"": 34}, {""category"": 1, ""number"": 24}, {""category"": 13, ""number"": 88}, {""category"": 11, ""number"": 64}, {""category"": 6, ""number"": 11}, {""category"": 2, ""number"": 7}, {""category"": 15, ""number"": 36}, {""category"": 7, ""number"": 13}, {""category"": 10, ""number"": 11}, {""category"": 14, ""number"": 5}, {""category"": 0, ""number"": 7}, {""category"": 9, ""number"": 38}, {""category"": 4, ""number"": 3}, {""category"": 12, ""number"": 4}]",['cluster'],['intersecting']
figure_ascending_markersize110_grid10_4d_umap.png,grid10_4d_umap,10000,16,110,0.2284851570324538,2.087040662765503,0.2021933175770366,2.238732099533081,0.1345376277956685,3.031254768371582,0.2978902660979822,2.174625873565674,0.266113428789543,1.8251123428344729,0.1270917249794597,2.1762595176696777,0.1121950683376423,1.941258430480957,0.0742030684837998,3.362407684326172,0.1468082956340582,1.87390661239624,0.1354561469793107,2.170802354812622,0.0880280615361021,1.9026353359222408,0.0776377406443851,2.2529385089874268,0.051228987353955,3.0374112129211426,0.0974063843829534,2.2290923595428467,0.0908502033045621,1.8491358757019043,0.0841,1.3506276607513428,216929,0.941338300704956,0.0015,0.2056632041931152,0.0305949081910208,0.8480331897735596,2.0963343243252464,0.0677855014801025,-,15.0,0.364,0.1026942729949951,9149,858,1734752,625312,"[{""category"": 5, ""number"": 176}, {""category"": 11, ""number"": 127}, {""category"": 3, ""number"": 76}, {""category"": 1, ""number"": 73}, {""category"": 13, ""number"": 156}, {""category"": 6, ""number"": 15}, {""category"": 10, ""number"": 18}, {""category"": 2, ""number"": 17}, {""category"": 15, ""number"": 64}, {""category"": 7, ""number"": 56}, {""category"": 14, ""number"": 7}, {""category"": 0, ""number"": 10}, {""category"": 9, ""number"": 55}, {""category"": 4, ""number"": 4}, {""category"": 12, ""number"": 4}]",['cluster'],['intersecting']
figure_ascending_markersize160_grid10_4d_umap.png,grid10_4d_umap,10000,16,160,0.2146377138545643,2.7559311389923096,0.1829723160764692,2.533801794052124,0.1014822730645648,3.9543027877807617,0.2827774693714863,2.449820041656494,0.2480753565038574,2.7349212169647217,0.1199936410123002,2.432464361190796,0.1051204651457148,2.946272611618042,0.0603804937414783,3.652361869812012,0.1377570837856073,2.849205732345581,0.1266226858981194,2.389918804168701,0.0832740946663366,2.417907953262329,0.0737436840897289,2.9259941577911377,0.0429750007173783,3.652080774307251,0.0910584265196243,2.785717010498047,0.0850056440680629,2.4205570220947266,0.0499,1.5877306461334229,227575,1.1327471733093262,0.0015,0.7185547351837158,0.0305949081910208,0.8518013954162598,2.0963343243252464,0.0696852207183837,-,15.0,0.364,0.1034371852874755,9490,1220,2656575,1080503,"[{""category"": 5, ""number"": 260}, {""category"": 11, ""number"": 136}, {""category"": 3, ""number"": 111}, {""category"": 1, ""number"": 120}, {""category"": 13, ""number"": 237}, {""category"": 6, ""number"": 21}, {""category"": 2, ""number"": 21}, {""category"": 10, ""number"": 20}, {""category"": 15, ""number"": 90}, {""category"": 7, ""number"": 61}, {""category"": 14, ""number"": 16}, {""category"": 0, ""number"": 9}, {""category"": 9, ""number"": 109}, {""category"": 4, ""number"": 6}, {""category"": 12, ""number"": 3}]",['cluster'],['intersecting']
figure_descending_markersize10_grid10_4d_umap.png,grid10_4d_umap,10000,16,10,0.4229132059277978,1.325700044631958,0.5515622339710753,0.9237043857574464,0.8730160130690932,2.4865307807922363,0.3407134766325551,0.9628565311431884,0.395695970978828,0.9510579109191896,0.2593404559202626,0.942061185836792,0.2900347560423763,1.327193021774292,0.3351332775348036,2.0919089317321777,0.2277488013377706,0.9717469215393066,0.2464268977707135,1.353581428527832,0.1870095993434312,0.9673781394958496,0.1967460854943231,0.9480431079864502,0.2073690391247642,2.116103172302246,0.1710399444474818,1.3827731609344482,0.17892914716055,0.9594779014587402,0.8456,2.4066450595855717,40101,0.6950404644012451,0.0015,0.6422827243804932,0.0305949081910208,0.849590539932251,2.096334324325246,0.0676043033599853,-,15.0,0.364,0.1079969406127929,1544,89,56055,9037,"[{""category"": 8, ""number"": 18}, {""category"": 12, ""number"": 8}, {""category"": 14, ""number"": 5}, {""category"": 4, ""number"": 10}, {""category"": 9, ""number"": 9}, {""category"": 10, ""number"": 8}, {""category"": 0, ""number"": 8}, {""category"": 6, ""number"": 2}, {""category"": 15, ""number"": 2}, {""category"": 1, ""number"": 4}, {""category"": 13, ""number"": 1}, {""category"": 2, ""number"": 7}, {""category"": 11, ""number"": 2}, {""category"": 7, ""number"": 5}]",['cluster'],['intersecting']
figure_descending_markersize60_grid10_4d_umap.png,grid10_4d_umap,10000,16,60,0.138602938846459,1.479994773864746,0.2193145105428149,1.4482288360595703,0.6276895455873011,3.041208267211914,0.0979602861538809,1.5028061866760254,0.1272057380922936,1.464709997177124,0.0871851289859553,1.468337059020996,0.1141925992980839,1.460031270980835,0.1765119420951512,3.082726240158081,0.0698196485706174,1.50661301612854,0.0837050356559129,1.4533591270446775,0.0635936611311721,1.4703292846679688,0.0771926095248065,1.9344425201416016,0.1026954067690154,2.656041383743286,0.0542387204664632,1.5052142143249512,0.0623746872682448,1.4816555976867676,0.2323,1.014946222305298,186558,0.8807277679443359,0.0015,0.729233980178833,0.0305949081910208,0.8005900382995605,2.096334324325246,0.0676488876342773,-,15.0,0.364,0.1066811084747314,7671,580,793471,151397,"[{""category"": 8, ""number"": 72}, {""category"": 12, ""number"": 76}, {""category"": 14, ""number"": 28}, {""category"": 4, ""number"": 76}, {""category"": 0, ""number"": 59}, {""category"": 9, ""number"": 54}, {""category"": 10, ""number"": 52}, {""category"": 6, ""number"": 26}, {""category"": 15, ""number"": 28}, {""category"": 1, ""number"": 18}, {""category"": 2, ""number"": 30}, {""category"": 13, ""number"": 7}, {""category"": 11, ""number"": 15}, {""category"": 7, ""number"": 33}, {""category"": 3, ""number"": 6}]",['cluster'],['intersecting']
