Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_descendingmarkersize100_breast-cancer-wisconsin_pca,breast-cancer-wisconsin_pca,454,2,100,0.6665209537318233,0.9639217853546143,0.6881626049086991,1.1928091049194336,0.7965509287453834,1.5486054420471191,0.7296777822873577,1.187840461730957,0.7496684472167628,1.2158880233764648,0.8149779735682819,0.6585447788238525,11749,0.7981572151184082,0.0,0.47914576530456543,0.030506012284361873,0.11092829704284668,10.317291141963649,0.007584095001220703,-,15,1,0,[]
figure_descendingmarkersize150_breast-cancer-wisconsin_pca,breast-cancer-wisconsin_pca,454,2,150,0.497481474999662,1.2822999954223633,0.5359945990124845,1.386082649230957,0.7827827181884992,1.6144075393676758,0.5805401654292419,1.3370354175567627,0.6115440187764094,1.3199694156646729,0.7400881057268722,0.6598584651947021,23022,0.5964725017547607,0.0,0.4875643253326416,0.030506012284361873,0.11152410507202148,10.317291141963649,0.0,-,15,1,0,[]
figure_category_basedmarkersize10_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,10,0.9627628648880877,1.0019383430480957,0.9684812730319456,1.1553764343261719,0.9879124995168549,1.2435781955718994,0.963188916955511,1.2606186866760254,0.9684846521639251,0.9542026519775391,1.0,0.9763040542602539,69,0.5096192359924316,0.0,0.5078604221343994,0.030507333079760918,0.09484696388244629,10.195581292358293,0.00515437126159668,-,15,0,0,[]
figure_category_basedmarkersize60_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,60,0.7831939250869608,1.4293584823608398,0.8070776215661912,1.1157512664794922,0.8887725595360735,1.589101791381836,0.7924262742291922,1.0604357719421387,0.8087474262995281,1.282581090927124,1.0,0.6716780662536621,3938,0.5828063488006592,0.0,0.8942770957946777,0.030507333079760918,0.0839228630065918,10.195581292358293,0.012998342514038086,-,15,0,0,[]
figure_category_basedmarkersize100_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,100,0.628952223907992,1.2219600677490234,0.6614535941923008,1.1062114238739014,0.8011144643370633,1.6742479801177979,0.6496585283061468,0.9832437038421631,0.6698261416429723,1.443509817123413,1.0,0.8317775726318359,11909,0.5915787220001221,0.0,0.5768749713897705,0.030507333079760918,0.09665298461914062,10.195581292358293,0.018792152404785156,-,15,0,0,[]
figure_category_basedmarkersize150_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,150,0.48456715773907444,0.8135886192321777,0.5193182054567917,1.5219428539276123,0.690798129762423,1.719649076461792,0.5094599060400961,1.1209886074066162,0.530497399713777,1.5533263683319092,0.9911894273127754,0.8307321071624756,31663,0.6887381076812744,0.0,0.6851785182952881,0.030507333079760918,0.1199188232421875,10.195581292358293,0.009115219116210938,-,15,0,0,[]
figure_ascendingmarkersize10_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,10,0.969685095851114,1.3429977893829346,0.9748414488043168,1.5008134841918945,0.9798531514412977,1.3299436569213867,0.9719340131032216,0.9360394477844238,0.9739703503515652,1.368107557296753,1.0,0.5982913970947266,69,0.6766736507415771,0.0,0.5659070014953613,0.030507333079760918,0.09620332717895508,10.195581292358293,0.009110689163208008,-,15,0,0,[]
figure_ascendingmarkersize60_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,60,0.8268260596288132,1.2143876552581787,0.833973651067585,1.7466747760772705,0.845326301526141,1.3294997215270996,0.8279367695469093,1.3150341510772705,0.8319735442209482,1.0890302658081055,1.0,1.3370227813720703,3938,0.6979737281799316,0.0,0.6818652153015137,0.030507333079760918,0.10481572151184082,10.195581292358293,0.007672786712646484,-,15,0,0,[]
figure_ascendingmarkersize100_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,100,0.6990781593122286,1.1583287715911865,0.7067285322059788,1.1762802600860596,0.7249771575559656,1.5793416500091553,0.701797084719553,1.700080394744873,0.7053999481250057,1.0372648239135742,1.0,0.8046073913574219,11909,0.7645266056060791,0.0,0.6086585521697998,0.030507333079760918,0.09581708908081055,10.195581292358293,0.007035017013549805,-,15,0,0,[]
figure_ascendingmarkersize150_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,150,0.5706946898903418,1.1615777015686035,0.5752124629725596,1.653064250946045,0.5864386156562246,1.5417959690093994,0.573293574238561,1.1788008213043213,0.5744746462820263,1.7238438129425049,0.9911894273127754,0.975611686706543,31663,0.8401346206665039,0.0,0.7921149730682373,0.030507333079760918,0.09660887718200684,10.195581292358293,0.0,-,15,0,0,[]
figure_descendingmarkersize10_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,10,0.9627309412106101,1.0587265491485596,0.9684758625560499,0.9576253890991211,0.9879001033766718,1.6074731349945068,0.9631569232000672,1.1244323253631592,0.9684679209866379,1.1881749629974365,1.0,1.258906602859497,69,0.23834562301635742,0.0,0.7557036876678467,0.030507333079760918,0.09672379493713379,10.195581292358293,0.00811004638671875,-,15,0,0,[]
figure_descendingmarkersize60_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,60,0.7677844527230937,0.6596472263336182,0.8006450376621399,1.5403008460998535,0.9107923056780336,1.4329791069030762,0.7856200787994002,1.0367357730865479,0.8050625532135769,1.3978118896484375,1.0,0.7839102745056152,3938,0.6723895072937012,0.0,0.6605942249298096,0.030507333079760918,0.0956888198852539,10.195581292358293,0.00837087631225586,-,15,0,0,[]
figure_descendingmarkersize100_breast-cancer-wisconsin_tsne,breast-cancer-wisconsin_tsne,454,2,100,0.6031194430146758,0.8020517826080322,0.65252166387562,1.6777451038360596,0.8437587088122156,1.5253345966339111,0.6357043278517732,1.1021981239318848,0.662426158249737,1.5277316570281982,1.0,0.9062678813934326,11909,0.6799213886260986,0.0,0.7647714614868164,0.030507333079760918,0.10691285133361816,10.195581292358293,0.005547761917114258,-,15,0,0,[]
